hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist,inchhavg_r
116506,0,0,11,33,84,163,286,1761,0,0,10,23,67,125,224,352,0.51,SM,0.63,6510.0
116508,3,5,12,14,16,17,18,60,0,7,10,10,10,10,10,25,0.09,SS,0.33,0.0
116509,0,1,4,18,84,299,494,3956,0,0,1,16,52,164,305,552,0.31,CS,0.55,5294.0
116510,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.21,CS,0.08,4853.338
116511,0,0,4,20,69,97,133,312,0,0,0,12,42,45,50,53,0.61,CO,1.3,2530.67
116514,3,5,18,49,156,552,824,1939,2,5,9,34,154,527,752,1481,0.09,CS,0.09,5761.28523471038
116516,0,0,5,21,63,153,212,405,0,0,6,16,53,122,155,212,0.7,CO,0.71,2682.45701247952
116517,0,4,5,39,294,1360,3093,4395,0,3,6,34,149,266,413,548,0.3,CS,0.33,4496.07781666035
116521,7,43,124,299,1891,8494,12973,15030,2,5,18,47,129,178,180,180,0.04,CS,0.16,200.0
116532,0,7,29,71,472,1744,3248,4442,0,1,8,19,118,242,383,548,0.38,CO,0.44,1920.0
116533,0,1,5,10,16,16,24,68,0,0,2,8,9,9,10,10,0.48,CS,0.92,680.0
116535,2,2,7,18,86,96,99,108,6,8,9,17,71,89,89,90,0.11,CS,0.06,2100.0
116536,5,7,12,53,271,719,1218,2335,3,10,13,35,239,654,984,1478,0.14,CS,0.12,4200.0
116537,1,1,11,59,332,777,1315,5127,1,1,10,52,241,370,521,1168,0.07,CS,0.19,9533.33
116547,1,1,1,1,9,18,162,989,0,1,1,1,5,8,95,355,0.09,CS,0.26,4760.0
116550,0,0,0,1,16,56,79,338,0,0,0,0,5,23,29,88,1.5,CS,3.26,5373.56110250641
116554,0,0,6,22,55,202,466,742,0,0,3,20,23,58,68,80,0.52,CO,0.71,3866.8
116558,0,0,1,13,15,18,44,207,0,0,0,10,10,10,10,22,0.88,CS,1.03,981.33
116566,3,6,12,31,41,43,60,103,0,1,3,13,13,13,15,21,0.09,CS,0.31,5334.12137097811
116577,0,0,9,41,221,871,1157,1973,0,0,7,20,98,348,527,573,0.59,CS,0.6,4747.4
116589,0,3,23,64,268,611,686,1378,1,4,19,43,223,523,578,640,0.37,CS,0.07,11541.9
116590,0,0,0,0,0,89,312,446,0,0,0,0,0,65,190,221,6.53,CS,6.89,930.0
116593,1,2,12,39,201,565,799,990,0,1,1,8,164,380,437,439,0.23,CS,0.29,2166.66
116595,0,0,0,0,6,34,190,546,0,0,0,0,4,22,24,69,3.36,DR,4.55,718.0
116599,0,0,0,0,8,47,64,508,0,0,0,0,4,56,57,64,2.5,CS,2.52,4916.16
116602,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.21,CS,0.09,1000.0
116603,0,4,35,74,382,1683,3192,5036,0,0,7,40,200,521,950,1101,0.4,CS,0.63,6328.62485270129
116606,0,2,15,66,298,970,2411,7523,0,0,6,33,181,190,278,1360,0.33,CS,0.52,4390.0
116607,0,0,0,13,66,228,395,1444,0,0,0,12,54,119,125,130,1.23,CS,1.22,12100.0
116610,4,30,99,364,1114,2956,4358,6943,1,13,34,91,428,675,993,1575,0.21,CS,0.21,3500.0
116611,0,0,0,0,0,52,211,374,0,0,0,0,0,6,6,96,5.71,CO,7.44,5200.0
116615,0,1,1,17,96,154,163,228,0,0,0,11,82,123,126,131,0.33,CS,1.72,3780.0
116621,0,0,8,17,34,34,38,205,0,1,6,17,28,28,29,45,0.5,CS,0.49,2321.0
116625,0,0,0,10,27,61,117,757,0,0,0,4,10,36,62,110,1.02,MG,1.12,3575.01
116632,0,0,0,0,0,10,38,111,0,0,0,0,0,0,15,37,5.2,CS,12.32,1447.56373380998
116635,1,5,16,69,139,2660,7028,14461,0,2,3,7,32,207,428,428,0.05,CS,0.45,2361.79074072058
116636,3,7,12,30,41,43,60,103,0,1,3,13,13,13,15,21,0.15,CS,0.33,3774.338
116639,0,2,2,13,28,33,35,35,0,0,0,6,19,19,19,19,0.46,CS,1.85,1209.6
116645,1,4,11,27,32,33,35,37,0,4,9,19,19,19,19,19,0.22,LG,0.35,689.0
116651,0,0,0,8,14,19,26,85,0,0,0,8,11,13,13,26,1.66,ME,1.64,2306.0
116652,0,0,1,17,102,283,594,3056,0,0,1,10,71,93,186,696,0.8,SG,0.5,2200.0
116654,0,2,2,13,29,33,35,35,0,0,0,6,19,19,19,19,0.41,CS,1.86,1120.0
116667,0,0,3,10,16,16,24,68,0,0,1,8,9,9,10,10,0.54,CS,0.99,1880.0
116668,1,9,27,80,338,1630,3171,5039,0,3,7,40,189,519,949,1101,0.24,MG,0.31,1500.0
116674,3,5,7,10,15,61,333,498,2,7,7,8,10,12,34,63,0.08,SM,0.08,1920.0
116677,0,0,0,0,8,26,55,366,0,0,0,0,0,12,18,28,3.84,CO,8.57,1820.0
116688,0,5,13,51,118,293,605,1632,0,1,8,19,67,167,196,196,0.34,CO,0.48,1400.0
116699,0,2,22,52,145,182,219,489,0,1,7,20,85,114,122,135,0.28,CS,0.5,580.0
116700,1,5,16,69,139,2653,7028,14459,0,2,3,7,32,207,428,428,0.05,CS,0.45,6920.0
116710,0,0,1,8,70,97,100,107,0,0,8,18,78,89,89,90,0.96,SS,0.81,10920.0
116712,0,5,9,22,30,82,279,589,0,3,4,16,20,24,33,69,0.28,CO,0.29,4830.0
116715,0,0,0,0,2,32,89,610,0,0,0,0,3,13,42,99,2.19,CS,3.43,2200.0
116718,0,1,3,16,80,252,601,2342,0,0,5,29,72,195,400,1448,0.25,CS,0.76,1658.0
116721,0,1,1,21,110,237,489,1612,0,0,0,13,48,91,196,196,0.48,MG,1.27,10640.0
116730,14,29,99,366,1106,2938,4356,6943,1,11,34,94,425,669,997,1575,0.06,MG,0.09,1466.58512530736
116731,0,1,4,7,63,90,102,169,0,0,2,6,37,56,56,56,0.49,CS,0.67,7102.0
116753,0,1,2,9,61,238,322,366,0,0,0,16,42,63,68,81,0.28,SS,1.01,3780.0
116755,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.17,CS,0.06,700.0
116763,0,0,4,5,5,13,17,309,0,0,7,7,7,11,14,21,0.54,CO,0.52,5400.0
116772,0,2,8,32,201,679,851,1082,0,3,6,15,87,239,337,355,0.49,LG,0.47,4124.28144948156
116779,0,3,14,25,184,668,851,1084,0,0,12,16,86,236,334,355,0.3,MG,0.5,3300.0
116780,1,1,3,20,99,154,160,227,0,0,0,6,78,123,124,131,0.07,CS,1.71,4690.0
116786,1,3,4,4,47,207,849,4426,0,1,6,6,31,79,162,199,0.23,CO,0.4,8788.0
116788,0,0,1,1,1,16,52,175,0,0,0,0,0,1,26,37,0.92,MG,6.22,1580.10537667383
116789,1,1,6,18,129,424,1083,1949,0,0,1,9,63,201,441,573,0.22,CS,0.83,12000.0
116792,0,0,0,0,6,34,56,223,0,0,0,0,0,4,15,35,2.42,CS,7.93,1746.0
116793,2,5,9,20,131,742,2136,4540,0,2,11,12,53,149,179,199,0.2,SS,0.27,20866.67
116811,0,1,8,30,176,662,882,2045,0,1,12,34,62,102,141,215,0.46,SS,0.42,4408.0
116817,1,3,8,30,108,315,786,1971,0,1,12,32,88,237,464,590,0.07,SM,0.29,1100.0
116820,0,0,2,7,9,13,49,180,0,0,0,0,0,0,15,32,0.8,CO,12.44,4197.33
116821,2,10,23,94,499,785,910,1067,0,5,8,13,143,279,318,345,0.15,CS,0.3,9099.99999999999
116826,1,4,9,10,11,12,16,63,0,0,5,5,5,5,5,19,0.19,CS,0.7,1000.0
116828,0,5,8,30,137,194,221,493,0,2,7,30,91,119,122,137,0.34,CO,0.3,619.0
116831,1,7,24,46,68,91,127,282,0,2,3,19,40,45,52,53,0.13,CO,0.3,3501.1330728164
116837,0,1,1,8,16,41,66,393,0,0,1,5,21,34,35,69,0.41,CS,1.0,1400.0
116838,0,1,2,12,39,145,221,387,3,4,5,14,36,101,160,212,0.27,CO,0.16,1000.0
116839,0,3,7,34,261,825,1230,1995,0,1,4,36,192,570,912,1603,0.29,SM,0.3,4861.67
116841,1,3,11,27,121,153,160,216,0,1,16,29,98,122,125,131,0.18,CO,0.43,4859.0
116845,0,3,5,9,12,96,205,886,0,3,3,5,5,72,111,130,0.39,MG,0.4,6237.0
116853,0,0,3,15,16,18,36,219,0,0,4,10,10,10,10,32,0.66,CS,0.96,7000.0
116855,0,0,1,2,17,57,112,667,0,0,0,0,16,45,68,80,0.7,SS,2.2,9450.00000000001
116858,0,5,11,30,82,96,99,108,0,3,21,44,89,89,89,90,0.37,CS,0.36,2234.14
116861,0,0,3,5,10,37,96,608,0,1,2,3,3,20,36,53,0.6,CS,0.38,3527.0
116865,1,4,11,14,16,17,18,60,0,3,9,10,10,10,10,25,0.21,CO,0.4,406.271046725801
116869,0,5,9,22,30,82,279,589,0,3,4,16,20,24,33,69,0.29,CO,0.29,25650.0
116877,0,0,0,7,65,221,406,1450,0,0,0,10,53,113,126,130,1.12,CO,1.12,2344.65990271562
116880,0,0,11,31,92,96,99,108,0,1,4,31,88,89,89,90,0.59,SS,0.36,3918.86768727197
116887,9,24,86,191,336,1084,2627,6558,3,17,24,40,160,287,298,1244,0.09,SG,0.2,2861.0
116888,0,1,4,35,86,282,312,429,0,0,3,25,58,191,201,221,0.41,SG,0.62,2109.0
116892,0,1,1,8,14,98,269,1159,0,0,0,4,4,60,85,110,0.38,MG,1.18,840.0
116896,0,2,6,18,152,252,305,379,0,0,3,12,101,166,203,221,0.36,CS,0.56,7738.0
116904,2,10,32,116,1121,7017,11155,14823,0,14,14,41,231,415,428,428,0.11,CO,0.28,21840.0
116912,0,1,8,24,171,579,1201,3015,0,4,6,12,56,267,653,1464,0.28,CS,0.27,2927.98708953108
116917,0,7,21,63,179,947,1836,2918,0,1,4,35,153,427,693,869,0.32,CO,0.34,2123.6682270447
116920,0,2,5,11,16,16,23,68,0,0,4,9,9,9,10,10,0.47,CS,0.56,6713.54886744
116937,0,0,0,4,14,18,38,503,0,0,0,4,4,4,5,18,1.02,CS,1.59,3215.338
116952,4,30,99,364,1114,2956,4358,6943,1,13,34,91,428,675,993,1575,0.21,CS,0.21,2800.0
116954,0,7,12,41,242,413,671,4130,0,8,10,10,36,86,137,185,0.33,CS,0.29,25650.0
116959,0,0,10,18,70,189,217,518,0,0,7,24,55,118,124,137,0.5,SM,0.68,4340.0
116965,0,0,5,11,18,46,68,384,0,0,4,6,21,34,35,69,0.57,CO,0.73,328.0
116966,0,1,2,12,18,106,276,683,0,0,3,12,12,25,44,51,0.46,SS,0.57,1190.0
116971,1,1,1,13,36,113,184,1106,0,4,4,8,35,77,93,110,0.23,CS,0.39,7699.99999999999
116976,0,0,7,29,177,629,1188,2488,0,0,9,28,217,554,1005,1478,0.6,CS,0.53,16046.611744986
116977,0,0,0,0,4,27,75,264,0,0,0,0,1,8,16,47,2.72,CS,3.91,698.0
116984,3,7,10,21,26,40,80,277,1,3,5,7,7,7,8,39,0.15,CO,0.24,2945.289301558
116987,0,0,1,6,53,89,126,523,0,0,0,1,16,23,23,39,0.64,CO,1.64,4830.0
116989,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.22,CS,0.09,2411.5
116992,0,0,2,11,30,212,759,2579,0,1,4,15,50,230,505,736,0.59,CO,0.48,7000.0
117000,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04,9733.33
117001,0,0,7,21,52,72,89,202,0,0,3,25,47,52,53,78,0.69,CS,0.63,7273.338
117009,0,3,4,4,10,66,460,1884,0,3,6,6,9,72,391,1476,0.42,CS,0.4,1000.0
117018,2,14,24,74,235,479,598,916,0,2,6,37,160,356,485,589,0.22,CS,0.41,721.0
117020,0,0,0,0,14,69,349,794,0,0,0,0,11,12,42,80,2.08,CO,4.0,11394.0
117022,4,8,17,47,162,567,847,1948,4,7,8,27,175,546,761,1491,0.11,CO,0.13,3979.97772723844
117029,0,0,1,11,70,274,322,385,0,0,0,14,31,69,75,96,0.55,DR,1.46,13950.0
117035,0,0,2,6,17,59,123,680,0,0,0,2,16,45,68,80,0.64,CO,1.44,4600.0
117036,0,3,29,79,360,1663,3188,5038,0,0,7,41,194,517,955,1101,0.32,MG,0.51,6020.0
117037,6,23,80,189,338,1076,2611,6544,3,17,24,39,159,287,298,1242,0.03,SG,0.2,546.824545737587
117041,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44,1041.0
117045,2,4,6,11,11,12,16,64,0,0,1,5,5,5,5,19,0.09,CS,0.83,6212.262
117048,0,0,0,4,25,162,550,4388,0,0,0,6,22,79,165,199,1.48,SM,1.27,6253.338
117052,6,22,57,133,582,1650,2553,4515,2,4,14,54,248,531,820,1047,0.1,SM,0.06,79.7862545162088
117059,0,5,18,61,257,612,689,1382,0,5,15,48,209,522,580,635,0.37,CS,0.32,3780.0
117061,0,2,8,46,231,663,991,2333,0,0,5,43,168,438,652,736,0.45,SM,0.56,11677.6589421795
117067,1,4,7,28,183,562,767,1028,1,2,2,17,92,305,401,439,0.21,MG,0.21,2848.0
117070,0,0,0,6,27,58,83,244,0,0,0,2,14,29,29,31,1.59,CS,1.43,2414.0
117072,0,8,17,33,84,164,281,1737,0,8,19,25,67,125,218,352,0.28,CO,0.29,329.0
117074,0,0,0,0,7,7,14,59,0,0,0,0,1,1,1,2,2.38,CS,4.16,3239.0
117076,0,4,20,39,69,139,211,362,0,6,13,37,56,135,167,212,0.25,CO,0.25,1600.0
117079,1,4,9,10,11,12,16,63,0,0,5,5,5,5,5,19,0.16,CS,0.68,840.0
117081,0,0,2,7,54,107,278,1196,0,0,0,1,14,15,23,99,0.53,SG,1.32,2800.0
117082,0,0,0,0,6,7,42,118,0,0,0,0,3,3,20,31,3.38,CS,3.52,4314.63793777673
117086,0,0,5,18,74,154,211,405,0,0,2,12,59,123,159,212,0.53,SG,0.62,3839.5943731948
117089,0,0,0,0,0,12,143,372,0,0,0,0,0,6,6,96,7.18,SS,7.16,6634.81624243462
117090,0,0,0,0,0,3,6,42,0,0,0,0,0,0,0,10,5.59,LG,18.82,1573.0
117092,0,0,0,13,30,33,35,37,0,0,0,16,19,19,19,19,1.2,CS,1.2,300.0
117095,1,1,7,21,69,88,93,150,0,0,2,19,69,74,74,77,0.17,CS,0.73,1733.33
117098,0,0,1,4,93,465,642,1408,0,0,3,10,38,114,133,281,0.99,SM,0.91,1350.0
117105,0,2,14,28,133,438,981,2806,0,1,5,15,112,203,355,869,0.35,CO,0.27,1802.65804776733
117108,0,0,0,5,67,95,133,308,0,0,0,0,43,45,50,53,1.7,CS,2.24,2340.0
117109,0,7,9,15,138,522,968,1772,1,9,14,18,63,162,196,196,0.31,SM,0.23,4631.43995987503
117110,7,23,77,171,254,309,466,1522,2,6,10,27,93,122,172,288,0.1,CO,0.13,4511.0
117113,0,1,20,56,316,1081,2019,6891,1,1,18,45,249,644,831,1057,0.35,CS,0.13,6960.0
117120,2,3,14,44,173,264,311,383,0,0,7,29,104,172,209,221,0.16,CS,0.51,1607.0
117121,0,0,0,9,82,156,290,1913,0,0,0,14,148,226,371,1057,1.01,LG,1.01,3133.33
117129,0,0,0,6,71,247,1192,4440,0,0,0,6,34,96,182,199,1.3,CS,1.41,8119.99999999999
117130,0,0,0,7,10,40,72,542,0,0,4,6,6,30,47,80,1.0,CO,0.73,3056.45431981199
117131,3,8,18,64,263,615,688,1388,2,7,15,47,217,526,578,635,0.13,CS,0.16,3520.0
117137,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.23,CS,0.1,1400.0
117139,2,4,13,33,41,43,60,103,1,1,3,13,13,13,15,21,0.11,CS,0.08,4477.9123830281
117140,1,4,15,29,44,45,48,52,0,0,7,18,22,22,22,22,0.16,CO,0.51,758.0
117141,0,0,2,16,40,63,80,285,0,0,0,7,22,29,29,31,0.96,CS,1.49,1945.33
117142,2,10,19,50,158,555,839,1948,3,6,8,32,160,534,756,1489,0.11,CS,0.12,1965.8289145469
117145,0,0,1,8,62,361,769,1066,0,0,2,11,45,155,290,355,0.63,CO,0.95,2100.0
117150,12,23,62,166,254,308,466,1514,4,6,10,31,93,122,173,288,0.14,SE,0.14,7456.062
117152,5,6,14,56,554,1722,3497,6854,0,0,0,28,251,287,454,1371,0.08,CS,1.32,2043.0
117156,0,0,15,51,194,790,1128,1942,0,0,4,25,91,315,477,573,0.74,CS,0.84,48.523079339456
117159,1,1,10,28,234,674,795,948,0,0,9,19,156,375,434,439,0.18,CO,0.5,2603.61905041519
117160,0,0,0,0,3,28,65,241,0,0,0,0,0,2,6,33,4.38,MG,9.55,1026.65600213
117162,2,4,13,46,120,154,160,225,0,0,2,22,97,123,125,131,0.14,CS,0.7,4506.90710138
117168,0,0,0,0,22,95,207,787,0,0,0,0,6,9,22,52,2.31,DR,2.68,5647.4
117170,0,7,9,13,141,543,980,1783,0,8,14,17,66,163,196,196,0.35,CS,0.26,25650.0
117173,3,5,19,83,285,623,790,959,0,3,25,41,109,285,435,439,0.11,SG,0.27,2300.0
117174,0,0,5,33,147,553,1033,1764,0,1,3,34,77,170,195,196,0.62,CS,0.32,6699.34
117177,1,3,13,27,180,581,1186,3008,0,1,6,12,70,261,636,1463,0.23,CS,0.38,3736.0
117178,0,1,1,1,6,28,85,116,0,0,0,0,2,35,75,76,0.41,LG,3.77,1960.0
117181,0,0,0,2,19,35,98,1104,0,0,0,9,19,34,111,775,1.77,CO,1.71,3579.5384988597
117184,0,1,3,9,39,54,106,236,0,0,0,6,8,9,15,46,0.47,FM,1.25,4336.0
117188,0,2,15,63,296,974,2437,7522,0,1,7,31,182,188,277,1358,0.34,CS,0.48,1800.0
117189,1,1,2,12,76,243,322,366,0,0,0,11,41,63,68,81,0.07,CS,1.58,655.0
117194,11,31,110,306,1270,7873,12649,15122,1,5,14,65,155,180,180,180,0.06,CS,0.17,2800.0
117201,0,3,15,41,64,89,125,292,0,0,4,12,37,45,52,53,0.29,CS,0.74,4830.0
117205,6,23,58,136,588,1655,2562,4516,2,4,13,55,247,533,819,1047,0.11,MG,0.1,800.0
117206,0,0,0,0,1,18,21,102,0,0,0,0,0,12,13,30,3.17,MG,5.43,4534.0
117209,12,32,96,360,1091,2938,4352,6942,1,12,33,91,428,675,998,1575,0.05,CS,0.05,1100.0
117214,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04,8016.66
117231,0,0,2,4,15,81,203,425,0,0,0,1,1,50,142,212,0.52,CS,1.26,4184.0
117241,0,0,0,0,9,22,22,65,0,0,0,0,8,10,10,10,2.33,CS,3.82,2892.93
117242,0,1,1,3,71,220,397,693,0,0,0,0,1,1,2,3,0.46,CS,2.76,523.0
117244,7,16,79,163,664,3522,6060,14726,0,1,3,19,58,131,156,195,0.0,SG,0.29,3483.22830934
117246,0,0,2,7,34,35,57,205,0,0,0,1,28,29,29,45,0.85,CS,1.83,5876.0
117249,0,0,0,5,8,16,59,159,0,0,0,1,1,2,15,21,1.61,SS,1.65,5600.0
117255,0,0,2,4,78,180,236,514,0,0,5,7,70,117,131,137,0.52,SS,0.51,2677.0
117257,0,0,3,24,174,541,1123,4695,0,0,3,31,196,557,998,1057,0.91,SM,0.93,4454.46474948685
117258,0,0,0,0,6,28,70,384,0,0,0,0,0,5,5,18,3.86,CS,5.51,694.0
117261,2,8,22,58,266,559,778,963,0,0,3,15,87,249,416,439,0.11,CS,0.67,3447.0
117266,23,68,127,319,1259,7497,12422,15131,5,14,17,70,150,180,180,180,0.05,CO,0.05,5103.99625556
117269,0,3,12,56,182,774,1123,1940,0,0,9,24,86,309,474,573,0.47,CS,0.54,1281.0
117270,0,3,12,56,184,774,1123,1940,0,0,8,24,86,309,474,573,0.48,CS,0.55,863.620532240851
117278,1,4,24,64,170,434,1187,4315,0,0,2,10,86,294,497,552,0.25,LG,0.86,3943.0
117282,0,3,10,16,92,530,1167,2966,0,1,2,11,50,114,377,869,0.32,CS,0.3,2520.0
117283,1,4,7,11,11,12,16,63,0,0,2,5,5,5,5,19,0.13,CS,0.81,380.0
117285,1,1,13,62,347,778,1333,5141,1,1,9,47,247,370,535,1168,0.07,CS,0.22,8171.99306945481
117286,1,1,1,1,1,3,27,68,0,0,0,0,0,0,1,3,0.13,LG,11.7,2943.0
117289,0,0,19,63,284,966,2408,7523,0,0,11,30,183,188,276,1348,0.51,CS,0.67,2240.0
117295,7,29,92,355,1088,2939,4352,6943,2,13,32,92,428,675,997,1575,0.2,ME,0.22,2003.15676567704
117296,2,2,7,18,85,96,99,108,5,8,9,17,71,89,89,90,0.13,CS,0.07,1680.0
117298,5,6,14,56,553,1724,3496,6854,0,0,0,28,250,287,454,1371,0.08,CS,1.32,2700.0
117304,1,4,9,10,11,12,16,63,0,0,5,5,5,5,5,19,0.16,CS,0.69,937.420803308182
117305,1,2,3,31,62,90,123,275,1,4,6,10,33,44,51,53,0.24,CS,0.24,4187.0
117309,1,3,15,54,230,681,1027,2431,0,3,19,31,165,450,669,736,0.24,CO,0.3,10698.05419798
117319,2,2,10,45,150,273,322,415,1,1,8,29,100,180,217,221,0.17,BB,0.22,4249.0
117322,5,30,98,364,1111,2956,4359,6943,1,13,33,91,428,675,995,1575,0.19,CS,0.18,4900.0
117327,1,1,1,1,1,71,137,366,0,0,0,0,0,20,40,72,0.12,CS,5.17,566.873064555745
117330,0,0,2,3,35,78,110,405,0,0,1,2,25,53,64,210,0.56,CO,0.73,3528.0
117333,0,0,0,0,0,7,11,55,0,0,0,0,0,1,1,2,7.28,CS,7.66,12764.0
117337,0,3,14,27,32,34,48,146,0,1,5,15,17,17,23,31,0.33,CO,0.35,3390.0
117341,2,12,29,82,312,1050,1756,2950,5,10,16,52,261,470,616,869,0.16,CS,0.05,2874.7372777
117345,0,1,4,9,20,92,277,686,0,1,8,11,12,30,45,63,0.45,CO,0.49,2400.0
117347,0,4,9,22,30,82,279,589,0,3,4,16,20,24,33,69,0.3,CO,0.31,4400.0
117349,6,10,21,67,299,789,1406,2950,2,4,10,33,137,279,465,869,0.06,CS,0.19,72.9624563377457
117351,0,0,0,0,9,22,22,66,0,0,0,0,8,10,10,10,2.28,CS,3.79,6515.24345237077
117354,2,8,25,46,66,90,127,281,1,2,5,20,38,45,52,53,0.18,CS,0.22,479.0
117355,4,12,39,140,259,326,541,1512,3,5,8,27,89,127,163,288,0.17,SG,0.23,4922.71
117357,0,7,32,204,1003,2509,3258,4921,0,0,9,48,289,745,883,1042,0.32,CO,0.57,2380.0
117358,0,2,5,17,84,548,876,1097,0,4,11,28,74,229,313,345,0.41,CO,0.3,4480.0
117365,2,4,10,30,188,579,1198,3003,0,0,4,12,69,240,623,1460,0.16,CS,0.52,2090.0
117366,0,0,0,0,2,5,7,38,0,0,0,0,0,0,0,8,2.1,CS,18.81,1029.65
117368,0,1,7,24,159,744,2171,4533,0,4,11,30,71,134,163,196,0.42,SS,0.39,4459.8520585007
117369,2,4,12,26,32,34,48,147,1,1,7,15,17,17,23,31,0.2,CO,0.23,2650.96625237702
117372,0,0,0,4,11,40,76,562,0,0,0,6,6,30,48,80,1.5,CO,1.16,1363.0
117374,0,3,9,10,10,14,26,189,0,1,5,5,5,5,5,32,0.37,CS,0.33,1357.0
117379,2,2,5,37,210,627,1008,2347,1,1,3,32,150,416,663,736,0.16,CO,0.24,4423.324
117381,1,2,5,15,52,216,321,366,5,10,14,26,41,63,68,81,0.05,SS,0.07,7250.0
117382,4,5,14,21,21,26,36,248,1,1,13,15,15,22,26,49,0.17,CO,0.16,3540.0
117387,0,2,7,34,237,487,618,914,1,1,32,51,169,384,525,582,0.28,CS,0.2,3833.33
117389,2,2,13,43,150,278,322,418,1,1,8,30,100,187,217,221,0.16,CS,0.23,5010.0
117391,3,5,12,14,16,17,18,60,0,7,10,10,10,10,10,25,0.09,SS,0.33,3120.0
117397,0,5,8,35,141,192,221,493,0,2,9,25,92,118,122,137,0.28,CS,0.43,7707.962
117398,4,5,19,49,104,180,258,1162,1,1,3,11,60,112,125,130,0.2,CS,0.24,3680.0
117399,0,0,0,0,3,4,4,26,0,0,0,0,0,0,0,7,4.84,CO,19.98,17266.66
117400,8,31,96,365,1112,2951,4358,6943,1,11,33,91,428,676,998,1575,0.16,CS,0.16,1950.0
117408,0,3,6,21,38,42,54,376,0,6,13,32,49,52,57,57,0.41,CS,0.39,1737.16020014818
117409,0,1,5,31,158,589,1031,1774,0,0,0,3,45,133,195,196,0.25,CS,1.01,973.717460104
117414,0,1,4,35,86,282,312,429,0,0,3,25,58,191,201,221,0.41,SG,0.62,2357.33
117416,1,1,1,6,192,1262,3047,6483,2,2,2,11,169,315,735,1518,0.22,CO,0.15,2306.8
117418,0,0,0,0,0,5,9,114,0,0,0,0,0,2,8,24,6.38,CS,6.98,0.0
117427,0,0,0,0,3,6,20,86,0,0,0,0,2,2,13,19,2.73,CO,2.42,1844.0
117434,0,2,3,4,24,82,199,421,0,0,0,1,4,50,143,212,0.34,SS,1.06,1330.0
117437,1,1,6,18,55,157,215,407,1,6,7,10,44,123,155,212,0.18,SG,0.21,3513.0
117448,0,1,2,12,76,97,99,107,1,7,13,25,80,89,89,90,0.48,SS,0.24,4900.0
117449,0,0,5,11,77,426,788,1072,0,3,8,12,49,169,303,355,0.73,SM,0.32,1288.0
117450,1,6,88,388,2865,9057,11755,14966,1,1,21,71,336,422,428,428,0.1,SS,0.2,6700.0
117453,0,0,1,1,3,28,35,458,0,0,0,0,0,5,5,19,0.57,CS,5.47,3089.20843658493
117454,4,11,37,90,162,477,1302,2304,1,1,5,19,64,84,117,293,0.12,CS,0.22,2450.83926459407
117456,5,14,39,101,163,445,1298,2298,1,3,6,27,71,84,117,293,0.06,CO,0.11,1820.0
117459,0,6,14,24,37,42,52,364,0,8,13,24,48,52,57,57,0.3,SS,0.28,807.0
117463,0,9,16,65,265,544,651,1333,2,6,12,45,169,450,546,640,0.25,SM,0.24,0.0
117466,2,3,10,42,175,264,311,383,0,1,2,30,104,173,209,221,0.14,BB,0.46,1170.19
117472,0,0,5,23,39,65,79,285,0,0,0,14,22,29,29,31,0.65,CS,1.23,1570.83
117478,2,9,24,93,384,814,1127,1739,6,10,12,30,148,373,520,573,0.12,CS,0.2,2117.47963947106
117485,1,4,30,149,252,301,464,1572,0,2,8,18,90,118,172,288,0.02,MG,0.31,5180.0
117492,1,3,12,20,21,25,41,505,0,0,2,12,12,12,12,51,0.19,MG,0.67,1600.0
117511,3,32,117,305,1908,8588,12977,15032,2,2,18,46,129,178,180,180,0.12,CS,0.2,2920.0
117515,0,0,3,5,8,17,59,148,0,0,1,1,1,2,15,21,0.89,SS,0.94,2600.0
117517,0,0,8,18,34,34,38,205,0,0,5,19,28,28,29,45,0.52,CS,0.54,4233.0
117520,0,1,1,4,72,230,405,693,0,0,0,0,1,1,2,4,0.34,CS,2.73,3500.0
117521,0,1,9,54,304,776,1254,5096,0,1,12,48,225,367,502,1165,0.41,CS,0.39,1740.0
117522,0,0,0,4,35,188,739,4349,0,0,0,6,25,92,182,199,1.74,SM,1.72,24486.938
117524,1,8,19,70,140,2544,7019,14465,0,0,5,7,33,202,428,428,0.17,CS,0.57,1680.0
117526,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44,1015.0
117530,0,0,0,1,23,94,289,2551,0,0,0,0,8,30,133,537,1.9,CS,2.66,6716.00831174346
117536,2,5,26,66,258,715,1061,1588,1,1,5,12,92,250,421,573,0.2,CS,0.17,2900.0
