hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist,inchhavg_r
103534,0,0,4,21,143,446,1020,4456,0,0,7,18,93,166,325,1063,0.58,SM,0.56,11700.0
103535,1,4,4,4,4,19,75,358,0,0,0,0,0,0,15,26,0.18,CO,11.28,5460.0
103539,1,1,1,1,2,25,32,183,0,0,0,0,0,13,14,77,0.07,CS,5.45,3700.0
103545,1,2,18,61,165,447,1198,4315,0,0,1,11,83,298,502,552,0.22,LG,0.91,3780.0
103549,0,3,6,24,38,42,53,374,0,3,8,33,50,52,57,57,0.27,SM,0.29,1000.0
103552,0,0,0,0,0,81,290,447,0,0,0,0,0,57,180,221,6.39,CS,6.81,2372.0
103554,3,5,17,84,286,619,790,962,0,3,25,41,109,285,435,439,0.04,SG,0.27,2864.0
103558,1,2,4,16,42,45,48,52,0,0,1,3,22,22,22,22,0.16,CO,0.81,0.0
103559,2,7,18,59,247,633,1088,2076,3,3,8,31,191,567,941,1636,0.14,CS,0.06,2000.0
103561,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44,827.0
103564,12,16,24,57,129,219,518,2356,6,7,14,43,111,155,255,352,0.17,LG,0.16,0.0
103566,0,0,0,0,30,225,542,978,0,0,0,0,18,150,351,439,2.41,CS,2.63,4159.992
103567,0,1,1,2,37,76,109,391,0,0,0,1,14,46,61,208,0.33,CO,1.74,2200.0
103568,0,0,1,7,61,238,326,361,0,0,4,17,49,68,75,81,0.64,CO,0.75,5393.48452159894
103576,8,37,113,263,1373,8200,12867,15100,1,7,20,63,145,180,180,180,0.03,SG,0.24,1960.0
103577,0,2,10,20,59,152,213,405,0,1,7,13,49,122,155,212,0.46,CO,0.47,1600.0
103582,0,0,15,49,172,265,311,385,0,0,7,36,103,175,209,221,0.56,CO,0.56,5499.75
103588,3,9,12,53,276,725,1223,2335,1,10,13,34,238,655,985,1478,0.22,CS,0.2,2800.0
103591,0,2,9,37,174,281,311,438,0,0,1,21,108,189,211,221,0.26,CS,0.96,1912.3
103593,0,0,4,12,40,97,341,735,0,0,1,9,49,52,79,80,0.87,CS,0.9,3300.0
103595,0,3,23,65,170,437,1188,4316,0,0,2,9,84,297,500,552,0.27,LG,0.92,6163.11294372204
103596,2,6,15,31,128,396,808,1910,1,3,7,12,57,183,398,736,0.05,CS,0.17,1400.0
103598,1,1,5,9,20,94,278,688,1,4,8,11,12,26,45,63,0.12,CO,0.17,5449.59219592638
103600,0,0,0,0,3,33,164,524,0,0,0,0,0,22,47,69,4.4,CO,7.3,1632.0
103609,0,0,0,0,3,6,11,80,0,0,0,0,2,2,4,19,3.56,CO,3.62,325.0
103613,0,1,3,5,5,6,16,368,0,1,5,6,6,6,6,89,0.37,SM,0.27,2300.0
103623,0,0,1,32,147,567,1021,1753,0,0,1,32,80,171,195,196,0.61,CS,0.94,8620.0
103625,2,13,27,66,225,455,576,909,0,17,20,34,159,338,454,599,0.17,CS,0.29,8761.0
103635,0,0,13,58,281,960,2430,7522,0,0,9,30,180,187,276,1342,0.6,CS,0.71,1466.8
103638,0,0,0,1,1,2,7,82,0,0,0,0,0,0,0,14,1.97,CS,17.54,976.0
103641,0,0,6,46,229,736,1423,2704,0,0,9,82,222,602,1303,1478,0.56,CS,0.59,175.0
103645,0,2,8,49,119,286,585,1621,0,0,0,19,69,150,196,196,0.36,CS,1.01,1227.43369691404
103646,0,0,0,0,9,66,123,1206,0,0,0,0,15,69,133,870,2.69,CS,3.6,2291.92
103650,1,6,27,70,262,721,1068,1599,0,1,4,14,97,252,421,573,0.1,CS,0.28,1900.0
103657,0,1,2,22,38,42,49,319,0,0,1,27,49,52,57,57,0.45,SS,0.68,9100.0
103659,0,2,5,16,141,452,1037,4480,0,5,7,19,101,166,337,1070,0.29,SM,0.26,4639.02343497031
103666,0,0,0,3,12,25,42,149,0,0,0,0,2,4,9,32,1.3,CS,4.04,800.0
103669,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.17,CS,0.06,3033.338
103679,0,0,8,33,194,566,800,993,0,0,1,7,146,377,437,439,0.59,CS,0.66,1442.0
103680,4,21,53,132,601,1664,2576,4518,1,3,12,52,254,545,820,1047,0.2,SG,0.22,2239.4577133
103684,0,1,5,13,16,16,23,68,0,0,3,9,9,9,10,10,0.31,CS,0.74,420.0
103687,2,7,16,47,237,823,1577,6080,1,3,16,62,226,755,856,1057,0.08,CS,0.16,2300.0
103690,0,0,11,13,13,16,26,37,0,0,5,5,5,5,5,5,0.54,BB,0.68,700.0
103698,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44,997.0
103702,3,12,27,127,259,330,545,1514,0,4,8,27,88,128,163,288,0.18,CS,0.38,4400.0
103713,2,6,13,62,542,1640,3434,6834,0,0,0,28,253,287,434,1368,0.18,CS,1.05,1233.33
103715,1,1,1,7,10,41,71,528,0,0,0,6,6,28,44,79,0.18,CS,1.12,8012.45552793127
103718,0,1,9,30,83,96,99,108,0,4,17,43,89,89,89,90,0.32,CS,0.32,7059.6
103721,0,0,2,2,6,101,284,524,0,0,0,0,0,4,83,131,0.72,CS,5.05,0.0
103722,1,1,7,31,198,564,772,1028,1,1,2,17,104,310,402,439,0.21,MG,0.21,1240.0
103725,3,5,9,23,37,42,53,372,4,5,12,27,48,52,57,57,0.2,SM,0.22,1600.0
103728,0,0,0,0,8,20,45,345,0,0,0,0,8,12,12,16,2.38,DF,4.35,3050.67
103737,1,7,26,47,67,90,127,282,0,2,4,17,39,45,52,53,0.12,CO,0.3,1750.0
103744,14,53,114,285,1515,8258,12897,15095,5,13,23,59,142,180,180,180,0.04,SG,0.12,1376.05494445779
103747,0,0,1,4,61,97,100,108,0,0,1,16,71,89,89,90,0.99,SS,0.99,10312.67
103750,0,1,6,17,82,261,622,2364,0,0,12,29,75,198,417,1469,0.44,CS,0.7,8420.0
103757,0,0,4,6,11,18,75,299,0,0,0,3,3,3,13,52,0.64,CS,1.0,388.077248491056
103759,5,12,49,109,401,960,2102,5756,0,6,15,56,240,469,897,1352,0.13,CS,0.32,4000.0
103761,0,0,0,2,29,40,46,256,0,0,0,7,42,50,57,57,1.26,SS,1.18,2800.0
103764,0,0,0,4,40,56,78,277,0,0,0,0,24,29,29,32,1.05,CS,2.05,3230.0
103771,2,7,22,50,151,550,810,1934,3,4,9,31,148,526,747,1476,0.16,CS,0.21,0.0
103773,2,5,23,51,159,553,821,1936,2,5,9,32,162,531,751,1477,0.24,CS,0.22,3520.97101467066
103777,0,0,6,19,51,72,89,198,0,0,6,20,47,52,53,78,0.57,CS,0.57,25650.0
103781,0,1,3,3,3,6,23,85,0,0,1,2,2,2,14,19,0.39,CO,0.95,5744.92
103784,0,8,26,78,331,1625,3181,5039,0,3,7,40,186,508,951,1101,0.27,CS,0.29,1400.0
103787,0,0,0,0,3,5,27,116,0,0,0,0,2,4,15,22,2.41,SM,2.17,1300.0
103789,4,4,8,23,76,90,94,167,1,1,6,18,47,56,56,56,0.06,SG,0.19,2480.0
103790,0,0,1,10,18,59,70,388,0,0,0,6,22,31,35,69,0.72,SM,1.38,1000.0
103793,2,9,16,61,264,615,688,1391,1,6,15,48,216,524,580,635,0.23,CO,0.21,1700.0
103797,0,7,43,109,462,732,917,1048,0,2,15,21,103,242,319,345,0.3,CS,0.34,1311.0
103803,1,5,16,62,297,787,1385,2942,0,0,4,27,141,257,443,869,0.2,CS,0.66,250.0
103806,0,0,1,2,12,95,288,1205,0,0,1,1,2,24,69,110,0.55,CO,0.73,1680.0
103810,0,0,2,17,50,71,89,198,0,0,4,18,47,52,53,78,0.58,CS,0.54,7144.03723637158
103814,2,5,23,86,286,627,789,959,2,3,25,41,110,286,435,439,0.05,SG,0.17,225.0
103816,0,1,4,33,159,592,1027,1786,0,0,1,19,83,181,196,196,0.3,LG,0.77,2310.0
103819,4,4,12,48,228,724,934,2336,1,2,8,39,176,448,597,736,0.12,CO,0.2,2000.0
103823,0,2,10,20,59,152,213,406,0,1,7,13,49,122,155,212,0.46,CO,0.47,1260.0
103830,4,8,33,108,1099,6981,11117,14822,4,14,15,40,227,415,428,428,0.09,MG,0.25,2931.17760308896
103836,0,0,1,18,101,281,593,3047,0,1,1,10,72,93,185,689,0.76,SG,0.4,10009.986
103837,10,43,96,466,3663,10007,12394,15073,0,10,16,81,222,394,428,428,0.1,SG,0.35,3160.0
103839,0,0,0,2,5,6,9,130,0,0,0,0,2,2,2,22,1.56,CS,2.22,4212.21494273033
103846,0,0,7,16,153,561,1002,1782,0,0,8,17,64,160,196,196,0.85,CO,0.81,3864.0
103847,0,0,0,7,72,261,318,427,0,0,0,9,39,171,215,221,1.24,SM,1.22,7889.89126671813
103848,4,13,39,111,397,980,2126,5789,0,0,14,54,242,475,909,1375,0.07,BB,0.51,3640.0
103853,1,3,12,40,87,173,249,1132,0,1,2,10,37,107,124,130,0.13,SS,0.48,1573.0
103862,0,0,7,20,85,308,821,2188,0,0,11,18,57,163,207,215,0.56,SM,0.53,8270.0
103864,0,0,1,1,1,2,22,68,0,0,0,0,0,0,1,3,0.93,LG,12.36,3525.0
103866,2,5,16,50,238,823,1587,6111,1,4,17,62,228,755,856,1057,0.14,CS,0.16,1089.0
103870,0,0,1,7,59,231,326,361,0,0,1,17,49,68,75,81,0.82,CO,0.94,3600.0
103872,0,3,5,22,38,42,53,375,0,5,13,34,50,52,57,57,0.36,SM,0.36,3010.0
103879,0,0,0,0,1,8,21,108,0,0,0,0,0,0,3,37,3.72,CS,10.4,563.0
103888,0,0,0,2,8,89,234,1146,0,0,0,1,2,15,69,101,1.77,CO,1.79,8766.322
103889,1,2,5,14,113,366,1059,1946,0,0,3,4,48,171,425,573,0.23,CS,0.53,241.947815509584
103890,0,0,3,20,50,72,89,199,0,0,4,22,47,52,53,78,0.77,CS,0.76,8796.66199999999
103892,1,5,14,18,28,40,60,537,0,1,18,22,25,30,39,99,0.2,CO,0.5,12133.338
103893,0,2,5,24,46,70,104,446,0,2,5,17,20,20,24,83,0.28,SM,0.33,0.0
103897,0,1,1,3,50,78,200,426,0,0,0,0,28,50,147,212,0.49,CS,2.73,891.0
103900,0,8,23,62,277,613,685,1387,2,6,19,44,227,524,578,637,0.29,CS,0.12,2080.0
103905,1,1,1,7,14,96,272,1163,0,0,0,4,5,60,87,110,0.16,MG,1.52,4160.0
103909,2,5,20,63,171,431,1159,4318,0,0,1,5,87,292,498,552,0.2,CS,0.76,7943.69307508
103915,0,0,0,8,17,19,35,217,0,0,0,3,10,10,11,32,1.13,CS,1.29,3903.33
103917,0,2,5,22,38,42,54,377,0,5,13,32,49,52,57,57,0.36,CS,0.32,3323.95461366
103923,0,1,1,1,1,1,2,6,0,0,0,0,0,0,0,0,0.41,CO,30.22,4160.0
103926,0,2,8,32,194,673,851,1082,0,4,6,15,84,235,337,355,0.43,LG,0.42,1050.0
103935,0,0,1,4,48,172,278,1209,0,0,0,0,37,104,130,130,0.92,CS,2.14,4900.0
103941,0,1,2,4,63,303,739,1062,0,0,1,9,47,143,260,355,0.37,CO,0.54,6698.74390032493
103943,0,1,2,5,5,6,16,367,1,1,3,6,6,6,6,85,0.27,SM,0.23,4200.0
103963,1,1,5,16,42,45,48,52,0,0,1,4,22,22,22,22,0.02,CO,0.7,180.0
103965,0,0,2,6,34,224,565,1278,0,0,1,3,17,46,72,110,0.62,SS,0.92,4317.86078337813
103968,0,0,1,6,31,170,223,408,0,0,0,4,38,134,156,212,0.9,BB,1.31,2098.65726162486
103976,4,6,13,58,549,1681,3479,6855,0,0,0,28,252,287,448,1371,0.09,MG,1.23,4939.74628718461
103982,0,0,0,5,11,39,113,1131,0,0,0,14,16,46,123,804,1.54,CS,1.53,4200.0
103988,2,6,10,21,26,39,80,280,2,4,5,7,7,7,8,39,0.15,CO,0.16,405.410877609911
103990,0,1,4,19,137,453,1030,4468,0,3,6,23,100,165,335,1069,0.45,SM,0.4,10370.0
103992,0,1,8,14,145,409,652,859,0,3,13,27,138,324,463,553,0.29,CO,0.3,7872.0
103998,0,4,5,9,12,92,202,887,0,3,3,5,5,72,111,130,0.33,FM,0.26,7420.0
104004,0,2,5,33,240,490,619,911,0,1,25,51,169,389,526,582,0.35,CS,0.34,2986.24194588905
104006,1,3,22,26,42,49,54,104,0,0,9,10,13,14,14,21,0.24,CS,0.56,4244.0
104007,0,0,6,25,31,34,42,148,0,0,2,15,17,17,20,31,0.64,MG,0.77,10763.33
104010,1,10,19,58,123,218,396,2268,2,3,6,36,100,154,248,352,0.21,SG,0.13,160.0
104014,0,0,0,2,3,39,102,196,0,0,0,0,1,41,70,78,1.41,MG,4.59,2100.0
104019,0,2,9,16,94,532,1158,2969,0,1,3,11,50,114,376,869,0.4,CS,0.39,2520.0
104022,1,1,7,17,68,88,93,150,0,0,2,18,69,74,74,77,0.16,CS,0.74,2400.0
104023,0,0,2,3,8,38,73,513,0,0,0,0,12,21,30,51,0.75,CS,3.65,2123.338
104027,3,7,12,33,41,43,60,103,0,1,4,12,13,13,15,21,0.13,CO,0.4,698.0
104030,0,0,0,8,70,94,130,306,0,0,0,4,43,45,50,53,1.37,CS,1.91,2930.0
104036,0,2,8,43,203,626,984,2331,0,1,4,41,148,412,650,736,0.29,CO,0.3,23000.0
104040,0,4,11,53,245,560,665,1260,0,3,9,32,192,462,566,640,0.29,CO,0.39,1576.0
104045,0,0,1,6,14,17,23,108,0,0,1,6,11,12,15,29,0.88,CS,0.88,3000.0
104050,0,3,30,78,358,1661,3187,5038,0,0,7,41,196,516,953,1101,0.35,MG,0.5,2400.0
104051,2,5,13,62,229,667,1089,2508,1,5,9,38,134,395,646,736,0.14,CO,0.03,1013.0
104052,0,0,6,6,14,96,196,2925,0,0,6,6,13,50,67,197,0.57,SS,0.56,7422.29969935782
104057,0,5,10,18,112,231,538,1593,0,1,9,22,65,92,196,196,0.35,CS,0.4,1027.0
104060,0,0,8,21,53,71,89,200,0,1,5,25,48,52,53,78,0.64,SM,0.35,4600.0
104062,1,1,1,10,15,23,33,173,0,0,0,1,4,4,4,29,0.19,CS,1.7,2621.67
104068,17,79,276,841,3808,9165,11758,14990,0,5,14,30,235,419,428,428,0.0,CS,0.33,1561.71519636578
104071,1,4,15,54,248,628,1095,2078,0,3,9,33,180,560,949,1640,0.17,CS,0.45,3920.0
104091,0,0,0,0,1,12,38,335,0,0,0,0,0,3,13,30,4.77,CS,5.29,1406.0
104098,0,1,19,62,280,951,2394,7512,0,0,12,31,179,187,275,1331,0.47,CS,0.59,1090.82221543962
104099,1,8,15,53,333,981,1640,2997,1,2,5,22,111,321,581,869,0.13,CS,0.21,0.0
104102,22,64,126,321,1264,7525,12436,15129,5,16,17,72,150,180,180,180,0.02,CO,0.0,1400.0
104106,5,14,49,109,401,960,2102,5757,0,6,15,56,240,469,898,1352,0.14,CS,0.32,2521.4
104109,0,0,0,1,10,22,22,66,0,0,0,0,8,10,10,10,1.76,CS,3.31,11800.0
104115,1,6,10,26,85,96,99,107,0,6,14,25,86,89,89,90,0.22,CS,0.26,561.0
104124,0,0,0,0,0,50,152,238,0,0,0,0,0,37,105,131,5.08,CS,6.05,2800.0
104125,1,4,11,21,51,73,89,199,0,3,11,24,48,52,53,78,0.21,CS,0.39,645.0
104132,0,0,0,7,15,19,25,80,0,0,0,9,11,13,13,27,1.18,CS,1.82,2208.20483645242
104137,0,0,0,4,16,59,200,429,0,0,0,2,11,41,114,148,1.4,CO,1.07,4000.0
104138,2,2,9,24,37,42,55,398,0,0,9,28,48,52,57,57,0.17,FM,0.77,2296.0
104142,0,0,5,23,38,65,79,285,0,0,0,15,22,29,29,31,0.64,CS,1.22,1616.0
104146,0,0,0,0,11,20,26,198,0,0,0,0,11,13,13,78,4.15,FV,4.56,1600.0
104154,5,12,22,91,379,805,1126,1736,7,10,12,32,147,374,519,573,0.15,CO,0.08,2100.0
104162,0,1,2,2,54,277,711,1063,0,1,1,1,48,137,250,355,0.43,CS,0.44,3794.0
104166,0,0,4,15,149,578,976,1619,0,0,2,15,90,289,413,573,0.51,CO,0.6,13583.0
104177,0,2,6,16,97,539,1159,2967,0,1,3,11,51,118,377,869,0.27,CS,0.27,1428.0
104180,0,0,0,0,1,7,60,135,0,0,0,0,0,0,2,17,2.1,CS,12.06,4800.0
104185,0,0,5,20,24,54,144,922,0,0,11,18,21,45,140,599,0.78,MG,0.82,9150.00000000001
104186,0,1,2,5,5,6,16,366,0,1,3,6,6,6,6,82,0.25,SM,0.27,1016.0
104192,4,14,27,64,225,453,576,908,1,16,20,34,159,338,454,599,0.2,CO,0.22,2800.0
104195,0,0,0,0,4,5,6,130,0,0,0,0,2,2,2,22,3.69,CO,4.16,1698.662
104198,0,0,12,57,272,965,2466,7520,0,0,7,30,176,187,276,1342,0.66,CS,0.58,7840.0
104199,0,0,0,11,67,259,666,1705,0,0,0,5,27,69,173,196,1.63,CO,1.63,13915.194
104204,1,1,10,21,187,671,852,1084,0,0,10,15,99,240,334,355,0.16,MG,0.57,6300.0
104205,2,6,24,57,142,184,221,497,0,0,7,23,94,115,122,135,0.15,CS,0.53,2434.0
104209,3,6,29,59,138,184,221,499,0,1,6,22,91,115,122,135,0.08,CS,0.46,1467.2
104213,0,0,1,2,6,21,37,201,0,0,0,0,0,0,8,30,0.71,SM,10.45,0.0
104218,0,2,16,77,372,1110,2070,6984,0,1,13,51,301,662,831,1057,0.47,CS,0.35,1760.0
104220,0,0,1,9,18,152,295,359,0,0,1,12,35,60,68,76,0.81,CS,0.86,4433.0
104222,1,1,1,2,17,41,68,330,0,0,0,0,11,13,15,58,0.25,CS,3.13,1400.0
104223,4,4,6,37,265,1335,3076,4404,2,4,5,29,145,273,421,548,0.01,CS,0.04,2171.0
104224,1,2,7,15,89,609,1540,4235,0,2,4,11,77,252,433,552,0.22,CS,0.38,3197.0
104225,0,0,0,8,17,19,35,219,0,0,0,3,10,10,12,32,1.26,CS,1.4,3450.0
104230,0,4,12,33,184,490,732,966,0,3,9,17,82,238,359,439,0.29,SM,0.4,6999.65950161211
104234,0,0,0,0,6,28,53,370,0,0,0,0,0,11,15,28,2.59,CO,8.88,3000.0
104240,0,0,1,1,9,17,47,204,0,0,0,0,1,2,12,20,0.89,CS,3.49,5850.0
104248,0,0,0,0,10,19,24,84,0,0,0,0,9,13,13,17,3.47,CS,3.75,3020.0
104255,1,1,11,60,331,777,1311,5125,1,1,10,50,241,370,521,1168,0.09,CS,0.15,8180.0
104263,0,2,15,62,291,972,2438,7517,0,0,7,31,183,188,277,1357,0.38,CS,0.52,4424.0
104271,1,1,1,1,1,1,3,16,0,0,0,0,0,0,0,0,0.18,CS,30.06,5250.0
104272,0,0,10,14,15,17,44,212,0,1,8,10,10,10,10,22,0.68,CO,0.43,718.0
104280,0,0,0,0,40,61,77,285,0,0,0,0,22,29,29,32,2.17,CS,2.15,1427.0
104282,0,0,0,0,12,18,51,292,0,0,0,0,3,3,3,52,2.0,CS,2.42,1989.0
104283,0,0,0,9,40,102,330,738,0,0,0,4,49,59,79,80,1.28,SM,1.61,11760.0
104290,0,2,10,49,118,286,583,1620,0,0,1,19,69,150,196,196,0.37,CS,1.0,6328.0
104294,2,7,10,28,244,417,680,4160,4,8,8,10,39,88,137,185,0.21,SM,0.21,25650.0
104301,0,0,0,3,4,8,65,755,0,0,1,4,7,9,80,582,1.35,CS,0.81,1516.662
104302,0,1,11,54,218,640,1028,2407,0,0,10,35,157,429,669,736,0.36,CO,0.58,1044.0
104306,1,4,13,76,245,679,1085,2502,3,4,8,40,145,413,644,736,0.23,SS,0.11,2250.0
104310,0,1,5,9,20,83,277,682,0,1,8,11,12,26,45,63,0.36,CO,0.38,1848.0
104311,0,3,13,39,192,586,1052,2156,0,3,10,16,161,495,832,1472,0.31,BB,0.41,1795.0
104319,0,1,1,10,42,112,192,1113,1,3,4,7,39,77,93,110,0.45,CS,0.05,3724.5
104326,0,0,0,0,0,40,59,132,0,0,0,0,0,11,15,21,5.24,CS,7.35,2240.0
104328,2,3,22,26,42,49,53,104,0,0,9,10,13,14,14,21,0.16,CO,0.52,860.0
104333,0,7,28,78,337,1634,3186,5039,0,3,7,40,190,511,952,1101,0.33,CS,0.34,6466.4
104334,0,7,10,44,241,411,670,4133,3,8,8,10,36,85,137,185,0.25,SM,0.19,25650.0
104336,3,5,5,5,5,9,22,56,0,0,1,1,1,1,10,20,0.18,SM,0.58,1596.73425107304
104340,2,5,5,22,32,34,42,148,1,3,3,9,17,17,20,31,0.14,MG,0.09,5522.94742735647
104342,5,34,114,264,1375,8170,12867,15100,3,6,21,60,145,180,180,180,0.07,SG,0.22,882.85
104348,0,0,3,9,27,61,117,759,0,0,0,4,10,36,62,110,0.88,MG,1.02,12291.0
104349,1,1,10,55,322,778,1293,5109,1,1,9,52,236,367,515,1167,0.23,CS,0.19,3585.0
104350,0,1,6,29,91,96,99,108,0,0,2,31,88,89,89,90,0.43,CS,0.66,1600.0
104375,0,0,0,7,29,60,114,755,0,0,0,2,10,33,62,110,1.51,MG,1.71,0.0
104376,0,1,1,2,9,14,32,184,0,0,0,0,0,0,3,32,0.43,LG,11.06,825.0
104380,0,0,0,0,0,1,12,56,0,0,0,0,0,0,1,7,8.22,SG,14.83,5213.0
104385,0,3,12,46,239,737,1408,2693,1,6,43,74,215,587,1278,1478,0.46,CO,0.19,5040.0
104386,0,3,6,21,38,42,54,376,0,6,13,32,49,52,57,57,0.42,CS,0.39,3477.97629607012
104389,2,13,17,66,269,545,652,1335,1,7,13,42,174,451,546,640,0.22,CO,0.24,2800.0
104392,0,0,0,5,51,263,514,777,0,0,0,0,0,34,62,80,1.19,CO,5.58,5960.0
104398,2,12,16,65,265,544,651,1334,2,7,12,44,170,450,545,640,0.22,SM,0.19,8005.59233735689
104400,5,10,28,83,162,301,1064,2285,2,6,7,30,79,84,117,299,0.05,CS,0.14,875.0
104405,0,0,0,0,4,26,163,817,0,0,0,2,5,32,182,599,3.99,CS,1.2,11195.0
104406,0,3,8,17,81,544,875,1096,0,5,11,26,74,227,312,345,0.32,CO,0.27,11337.0
104408,0,0,0,0,14,64,91,252,0,0,0,0,0,9,10,41,3.04,SS,5.06,1107.0
104416,0,0,19,68,285,963,2395,7524,0,0,12,30,182,188,276,1348,0.53,CS,0.7,6888.07713107268
104417,5,15,48,109,401,962,2103,5759,0,6,15,56,241,471,898,1354,0.16,CS,0.34,6794.662
104418,0,0,0,1,8,60,136,372,0,0,0,0,2,20,38,80,1.92,CS,3.47,700.0
104423,0,0,3,4,49,131,373,1214,0,0,0,1,14,15,26,101,0.85,CO,1.03,3940.0
104424,0,0,0,0,1,2,22,68,0,0,0,0,0,0,1,3,2.64,LG,14.16,3298.0
104426,0,0,0,0,11,38,55,225,0,0,0,0,0,4,14,35,3.0,CS,7.66,779.175963663689
104432,0,0,0,2,14,99,304,1233,0,0,0,1,2,25,69,110,1.55,CO,1.7,2185.99462372326
104435,0,0,0,0,8,60,96,412,0,0,0,0,0,21,49,206,2.93,FV,5.34,549.0
104436,3,3,7,12,12,12,13,19,3,4,9,12,15,15,15,15,0.11,CS,0.15,1300.0
104439,0,2,10,15,19,22,34,190,0,1,11,11,12,12,13,77,0.44,CS,0.5,2800.0
104449,0,4,10,18,111,230,533,1593,0,1,6,22,65,91,196,196,0.4,CS,0.45,3780.0
104453,0,1,4,11,18,48,69,381,0,0,5,6,22,32,35,69,0.46,CO,0.67,5175.0
104460,2,6,9,34,141,193,221,493,0,2,9,30,91,118,122,137,0.2,CS,0.31,1230.0
104462,0,0,1,11,34,214,845,2633,0,0,1,14,41,167,352,736,0.66,SM,0.63,2600.0
104464,1,1,7,18,58,157,216,407,1,4,7,10,44,123,155,212,0.07,SG,0.17,2700.0
104466,5,16,46,110,398,972,2118,5776,0,5,14,54,242,473,902,1363,0.12,BB,0.42,1633.338
104470,0,0,0,2,13,63,103,428,0,0,0,0,3,25,55,208,1.26,FV,4.31,1760.0
104475,9,24,86,191,336,1084,2627,6558,3,17,24,40,160,287,298,1244,0.09,SG,0.2,6300.0
104480,0,0,0,0,0,46,173,520,0,0,0,0,0,32,47,69,5.07,CS,7.71,7590.0
104481,0,1,6,34,63,90,123,278,0,2,7,11,35,44,51,53,0.41,CS,0.41,0.0
104482,1,2,9,22,191,673,850,1085,0,2,8,14,100,241,333,355,0.25,MG,0.36,2483.33
104483,0,0,1,2,9,14,47,175,0,0,0,0,0,0,15,32,0.63,LG,11.94,3817.67
104488,4,4,6,36,271,1337,3078,4402,2,4,5,30,148,272,420,548,0.06,CS,0.09,1779.0
104492,0,0,0,3,37,101,284,743,0,0,0,1,44,67,79,80,1.51,SM,1.97,3920.0
104496,0,0,11,36,79,85,92,126,0,0,14,36,72,74,74,76,0.57,CS,0.61,0.0
104499,2,10,23,93,499,785,911,1067,0,5,8,13,143,279,318,345,0.15,CS,0.3,11000.0
104502,4,7,21,60,261,553,774,959,0,0,3,15,80,245,413,439,0.13,CS,0.56,2660.0
104504,2,2,7,18,85,96,99,108,5,8,9,17,71,89,89,90,0.14,CS,0.07,841.425541561877
104506,1,2,8,26,102,326,762,2297,0,0,8,25,56,95,181,319,0.14,CS,0.55,4749.33
104509,0,0,0,1,4,68,144,434,0,0,0,0,0,12,32,39,1.22,CS,7.61,842.0
104513,0,0,0,0,1,56,74,351,0,0,0,0,1,23,26,91,3.24,CS,3.15,6432.33
104514,0,2,11,89,423,751,920,1066,0,0,2,36,118,254,311,345,0.36,CS,0.67,4700.0
104525,0,0,1,8,39,45,48,52,0,0,0,1,21,22,22,22,0.62,CS,1.75,4900.0
104538,0,3,10,42,177,699,1123,1867,1,4,6,31,137,515,818,1477,0.37,CS,0.23,0.0
104539,0,0,3,4,34,164,425,849,0,0,3,9,21,92,260,518,0.93,CO,0.94,7653.0
104540,0,0,0,0,6,18,56,362,0,0,0,0,0,1,15,28,2.01,CO,9.77,5106.0
104542,4,14,27,64,225,453,576,908,1,16,20,34,159,338,454,599,0.2,CO,0.22,4868.62714758026
104545,0,0,0,7,10,40,72,542,0,0,4,6,6,30,47,80,1.0,CO,0.73,7067.72350254
104551,0,0,1,2,16,53,71,461,0,0,0,0,19,32,35,69,0.84,CS,3.27,1075.0
104552,0,2,4,9,12,27,98,689,0,3,3,7,9,10,18,39,0.37,SS,0.32,5200.0
104553,0,1,4,41,82,281,312,429,0,1,3,28,58,191,201,221,0.28,CS,0.27,3560.0
104555,4,4,6,37,267,1334,3079,4403,2,4,5,29,145,273,421,548,0.02,CS,0.05,2100.0
104562,2,2,7,18,85,96,99,108,6,8,9,17,71,89,89,90,0.12,CS,0.07,2300.0
104564,9,37,191,477,2615,9112,11956,14980,2,3,11,76,269,412,428,428,0.12,CS,0.17,523.442370626781
104570,0,0,1,1,14,63,146,700,0,0,0,0,2,14,30,54,0.71,CO,4.04,6800.0
104572,1,1,8,10,10,14,27,189,0,0,4,5,5,5,7,32,0.11,CS,0.59,1736.0
104574,0,4,13,50,121,153,160,221,0,0,13,29,98,122,125,131,0.39,CS,0.7,520.0
104575,0,4,11,20,52,73,89,198,2,3,12,23,48,52,53,78,0.3,SS,0.18,1226.33
104588,0,1,8,20,24,61,132,773,0,0,5,10,14,41,71,110,0.44,SG,0.64,2160.0
104596,3,5,21,86,284,627,790,959,2,3,25,42,110,286,435,439,0.06,SG,0.23,312.873822672836
104607,2,5,9,36,142,192,221,493,0,2,9,27,92,118,122,137,0.23,CS,0.4,1069.0
