hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist
101812,0,0,0,0,6,7,46,112,0,0,0,0,3,3,20,31,4.14,CS,4.3
101815,0,0,0,0,2,12,47,311,0,0,0,0,0,3,13,32,3.28,MG,5.1
101824,0,0,1,5,22,40,60,570,0,1,1,1,28,29,40,92,0.83,CO,0.46
101825,2,8,22,64,434,1670,3214,4465,0,2,9,24,112,245,402,548,0.21,BB,0.3
101828,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.18,CS,0.07
101829,1,7,16,56,249,629,1095,2077,0,3,9,34,182,561,948,1637,0.24,CS,0.37
101831,0,0,0,0,3,7,18,73,0,0,0,0,2,2,7,19,2.72,CO,2.95
101833,0,0,0,0,0,33,188,373,0,0,0,0,0,6,6,96,7.26,CO,7.47
101840,0,0,2,5,40,78,200,421,0,0,0,1,17,49,142,212,0.64,SS,1.95
101844,1,1,6,18,55,157,215,407,0,2,7,10,44,123,155,212,0.2,SG,0.25
101845,0,0,1,5,25,40,60,566,0,0,1,1,29,29,40,93,0.69,CO,0.52
101856,2,9,39,100,168,312,1154,2306,0,1,18,36,82,84,132,300,0.06,CS,0.45
101857,6,14,60,155,259,326,540,1512,4,5,11,28,89,127,165,288,0.1,CS,0.09
101859,0,0,0,0,5,18,97,706,0,0,0,0,3,14,66,80,2.79,CO,3.17
101862,0,0,3,33,179,872,2314,4565,0,0,1,31,61,134,161,196,0.54,CS,0.54
101870,6,29,93,357,1094,2948,4355,6944,1,13,32,90,428,675,999,1575,0.2,CS,0.21
101874,0,0,0,0,1,40,52,158,0,0,0,0,0,23,28,37,4.1,MG,5.34
101880,0,0,15,59,275,957,2429,7510,0,0,9,30,178,186,275,1332,0.61,BB,0.63
101881,1,9,29,58,139,184,221,498,0,0,6,22,91,115,122,135,0.02,CS,0.54
101888,1,1,1,4,16,22,45,279,0,0,0,0,7,8,11,42,0.07,CS,3.95
101889,1,5,19,48,104,181,258,1161,0,1,3,10,58,112,125,130,0.17,CS,0.27
101890,0,0,0,0,9,30,68,240,0,0,0,0,0,2,6,34,3.51,MG,9.51
101895,0,0,0,0,22,95,209,787,0,0,0,0,6,9,22,52,2.31,DR,2.68
101896,0,1,20,56,316,1081,2019,6891,1,1,18,45,249,644,831,1057,0.35,CS,0.13
101906,1,6,13,63,540,1648,3463,6844,0,0,0,28,255,287,436,1368,0.2,MG,1.11
101908,0,2,4,17,158,584,983,1624,0,1,2,15,91,289,426,573,0.35,CO,0.44
101918,0,0,1,5,22,40,60,572,0,0,1,1,29,29,40,95,0.72,CO,0.58
101919,2,2,7,17,85,96,99,108,4,8,9,17,71,89,89,90,0.17,CS,0.06
101923,4,15,44,113,401,968,2117,5773,0,2,15,53,243,471,900,1363,0.14,BB,0.46
101924,2,5,9,36,142,192,221,493,0,2,9,27,92,118,122,137,0.23,CS,0.4
101931,2,16,38,92,168,305,1136,2303,0,7,17,31,82,84,125,299,0.1,CS,0.39
101932,0,0,0,4,14,19,28,195,0,0,0,0,12,13,13,78,1.66,FV,2.07
101933,0,2,5,17,75,289,487,3897,0,0,4,18,49,154,294,552,0.27,CS,0.58
101934,0,1,4,17,72,256,610,2315,0,4,13,28,69,194,406,1464,0.26,SS,0.27
101935,0,0,0,0,1,21,27,175,0,0,0,0,0,11,13,78,4.37,SG,7.9
101941,0,1,2,14,39,45,48,52,0,0,0,2,21,22,22,22,0.3,CS,1.44
101945,0,9,26,70,473,1733,3243,4442,0,1,8,19,120,243,384,548,0.33,CO,0.38
101953,0,0,0,3,15,17,48,212,0,0,0,1,10,10,10,24,1.31,CO,1.95
101955,0,0,3,3,31,184,677,1498,0,0,2,2,18,51,114,130,0.72,CS,0.77
101972,0,4,13,32,84,167,287,1732,0,3,18,22,67,125,227,352,0.39,CS,0.41
101973,2,7,25,47,66,90,127,282,0,2,4,19,39,45,52,53,0.14,CO,0.31
101982,1,4,7,11,11,12,16,63,0,0,2,5,5,5,5,19,0.14,CS,0.82
101983,6,23,80,189,338,1076,2611,6544,3,17,24,39,159,287,298,1242,0.03,SG,0.2
101986,0,0,2,7,122,438,893,1756,0,0,0,2,77,195,196,196,0.79,CS,1.38
101987,0,0,0,1,17,43,187,429,0,0,0,0,11,24,108,148,1.72,CS,2.27
101989,0,0,14,23,55,113,293,921,0,0,5,12,33,33,51,63,0.64,CS,0.58
101995,0,0,0,0,8,12,45,378,0,0,0,0,3,3,10,30,3.14,CO,3.18
102001,2,4,12,27,31,34,48,147,1,2,7,15,17,17,23,31,0.17,CO,0.2
102008,0,0,4,8,39,127,419,1234,0,0,1,7,14,18,20,96,0.81,SM,0.93
102010,1,5,41,112,462,730,917,1048,0,1,13,21,98,244,325,345,0.12,CS,0.5
102023,0,5,8,30,137,194,221,493,0,2,8,30,91,119,122,137,0.34,CO,0.3
102024,0,0,0,0,6,16,86,408,0,0,0,0,0,0,3,49,4.01,CS,11.18
102025,0,1,12,56,213,641,1029,2425,0,0,15,35,155,429,672,736,0.4,CO,0.64
102027,0,0,0,7,44,56,78,278,0,0,0,4,24,29,29,32,1.13,CS,1.91
102038,0,4,12,21,115,231,565,1587,0,4,18,22,68,98,196,196,0.26,CS,0.27
102045,1,1,1,1,6,33,85,117,0,0,0,0,2,38,75,76,0.13,LG,3.7
102047,0,0,3,9,34,54,106,236,0,0,0,6,8,9,15,47,0.52,CS,1.42
102050,0,0,1,1,6,63,139,375,0,0,0,0,2,20,40,77,0.66,CS,4.42
102054,0,5,8,23,249,420,686,4180,0,7,8,11,42,92,137,185,0.25,SE,0.25
102055,4,5,11,36,183,492,736,976,4,8,10,16,83,241,359,439,0.02,SM,0.16
102056,9,26,86,191,341,1086,2646,6561,8,18,25,40,162,287,298,1251,0.09,SM,0.1
102059,0,0,0,0,0,20,26,169,0,0,0,0,0,11,12,78,5.46,SG,8.99
102062,0,0,0,0,9,12,45,357,0,0,0,0,3,3,9,30,3.19,CO,3.32
102063,0,0,3,8,8,8,13,47,0,0,1,8,8,8,8,9,0.96,SS,0.96
102064,18,54,103,469,3621,10010,12402,15075,0,10,15,77,221,394,428,428,0.01,SG,0.26
102078,0,1,4,10,57,224,321,366,0,0,10,22,39,63,68,81,0.49,SS,0.63
102080,0,1,1,4,22,35,206,943,0,0,2,8,21,42,186,622,0.38,CS,0.96
102086,0,6,11,20,52,74,89,199,0,3,12,23,48,52,53,78,0.38,SS,0.29
102089,0,1,3,5,5,6,16,368,0,1,3,6,6,6,6,89,0.49,SM,0.4
102092,18,53,105,454,3627,10011,12400,15075,0,7,15,78,222,394,428,428,0.04,SG,0.28
102098,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.22,CS,0.09
102105,2,7,25,61,142,181,221,497,0,0,6,24,91,115,122,135,0.13,CS,0.67
102106,0,3,3,7,36,230,567,1271,0,1,3,4,17,43,71,110,0.39,CO,0.4
102107,0,7,29,77,341,1638,3186,5040,0,3,7,39,192,511,952,1101,0.33,CS,0.36
102115,0,2,5,21,156,629,1072,2370,0,0,0,7,45,462,847,1478,0.39,CS,1.09
102121,0,0,0,3,62,254,317,427,0,0,0,3,33,164,214,221,1.38,SM,1.35
102123,5,14,39,101,163,445,1298,2298,1,3,6,27,71,84,117,293,0.06,CO,0.11
102126,3,7,21,60,263,555,774,960,0,0,3,15,81,246,413,439,0.15,CS,0.57
102132,0,0,2,2,7,101,284,523,0,0,0,0,0,4,83,131,0.76,CS,5.03
102136,3,7,27,56,226,448,573,905,0,5,20,31,159,335,447,599,0.06,CS,0.3
102138,2,9,25,46,66,90,127,281,0,2,5,19,38,45,52,53,0.1,CS,0.3
102142,3,14,39,95,163,478,1310,2307,0,2,6,25,69,84,117,293,0.13,CS,0.26
102143,0,0,0,7,52,90,102,169,0,0,0,6,27,56,56,56,1.24,CS,1.26
102144,0,1,4,35,82,280,311,429,0,1,3,26,55,191,200,221,0.39,CS,0.39
102145,3,5,9,20,21,25,41,518,0,1,2,12,12,12,12,51,0.09,MG,0.44
102149,2,2,7,17,85,96,99,108,5,8,9,17,71,89,89,90,0.15,CS,0.06
102153,1,4,11,21,51,73,89,199,0,3,11,24,48,52,53,78,0.21,CS,0.39
102156,2,10,19,58,123,218,392,2268,2,3,6,36,100,154,248,352,0.23,SG,0.16
102158,0,0,0,5,22,42,55,229,0,0,0,0,0,6,9,35,1.13,CS,6.26
102161,0,0,0,4,37,229,395,3130,0,0,0,2,28,123,221,552,1.15,CO,1.16
102163,1,13,80,359,2771,8780,11722,14955,0,5,25,71,346,426,428,428,0.23,SS,0.33
102166,9,25,87,196,336,1088,2637,6563,4,17,25,41,160,287,298,1249,0.05,CS,0.21
102167,11,41,131,307,1869,8510,12972,15031,2,8,21,47,129,178,180,180,0.07,SG,0.01
102173,0,0,0,0,6,33,228,1572,0,0,0,0,0,5,19,193,3.05,CO,7.78
102177,10,46,197,478,2609,9123,11953,14981,2,3,11,76,269,412,428,428,0.11,CS,0.16
102183,0,0,0,0,16,24,39,214,0,0,0,0,10,10,14,32,2.62,CO,2.58
102186,0,0,1,2,92,388,804,1751,0,2,2,3,58,187,196,196,0.57,CS,0.39
102193,0,4,9,41,176,695,1122,1866,1,4,6,31,136,511,819,1477,0.3,CS,0.16
102205,0,0,0,9,81,374,766,1064,0,0,0,14,58,160,291,355,1.09,CO,1.14
102211,3,5,17,72,182,290,319,428,1,3,10,38,111,199,216,221,0.08,CO,0.11
102216,1,5,10,21,32,33,35,39,2,4,15,19,19,19,19,19,0.22,CO,0.15
102222,4,9,27,94,511,786,910,1067,3,5,8,14,144,279,320,345,0.12,CS,0.19
102228,0,6,14,41,79,85,92,125,0,5,12,38,71,74,74,76,0.27,CS,0.38
102230,2,10,29,46,66,89,126,280,0,2,6,19,38,45,52,53,0.06,CS,0.34
102237,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04
102238,0,1,6,26,93,273,575,2934,0,1,3,14,76,92,182,666,0.46,SG,0.45
102240,5,10,28,83,162,301,1064,2285,2,6,7,30,79,84,117,299,0.05,CS,0.14
102244,2,6,18,33,136,654,1424,2896,2,5,11,31,158,736,1176,1478,0.09,CS,0.1
102248,0,1,2,9,61,238,322,366,0,0,0,16,42,63,68,81,0.28,SS,1.0
102249,0,0,1,9,78,178,235,504,0,0,1,12,57,115,131,137,0.6,SS,0.64
102258,0,0,0,13,23,36,116,648,0,0,0,6,12,14,30,95,1.21,CS,1.21
102260,0,1,4,8,15,98,277,1163,0,0,0,4,5,60,85,110,0.41,MG,1.04
102263,6,11,48,146,259,326,540,1512,3,5,8,28,90,127,163,288,0.13,SG,0.18
102269,1,1,2,12,76,243,322,366,0,0,0,11,41,63,68,81,0.07,CS,1.58
102276,0,0,0,0,2,26,141,492,0,0,0,0,0,10,47,69,4.74,SG,8.77
102277,0,0,7,17,79,262,627,2358,0,0,16,29,75,198,419,1474,0.58,SS,0.54
102281,1,5,19,41,64,89,124,290,0,0,4,13,37,44,52,53,0.24,CS,0.72
102282,3,6,10,18,84,204,431,1820,7,10,12,26,128,267,527,1057,0.17,SM,0.17
102283,0,3,14,53,229,660,1027,2429,0,3,17,34,159,441,670,736,0.35,CO,0.39
102293,1,6,9,20,63,149,382,2519,1,3,8,22,56,109,184,288,0.25,CS,0.23
102295,0,0,0,1,10,13,147,997,0,0,0,1,5,7,90,355,1.83,CS,1.99
102299,0,0,10,27,162,553,762,1037,0,0,5,16,88,298,393,439,0.63,CS,0.63
102304,1,3,11,38,78,89,95,169,3,9,12,19,49,56,56,56,0.17,SS,0.11
102313,0,1,8,24,78,89,94,161,0,0,6,17,48,56,56,56,0.47,SG,0.63
102316,0,0,0,0,12,124,312,505,0,0,0,0,2,43,112,131,2.11,CS,2.16
102317,0,0,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0.59,SM,60.13
102318,0,0,0,3,13,33,102,1108,0,0,0,14,18,34,110,781,1.33,CO,1.39
102320,0,2,10,53,325,775,1288,5104,1,1,9,48,233,367,513,1166,0.26,CS,0.13
102324,0,0,2,5,16,58,203,433,0,0,1,2,10,45,115,148,0.89,CO,0.55
102326,1,5,11,20,52,73,89,198,3,6,12,21,48,52,53,78,0.23,SS,0.11
102329,0,0,0,0,3,4,4,29,0,0,0,0,0,0,0,7,4.79,CO,19.78
102336,0,2,9,39,76,85,91,128,0,1,12,43,71,74,74,76,0.44,CS,0.47
102341,0,0,0,0,9,28,190,1977,0,0,0,0,5,22,157,215,2.39,SG,2.49
102345,0,0,0,3,7,79,202,426,0,0,0,1,1,49,147,212,1.25,CS,1.4
102347,7,13,60,153,257,326,540,1513,4,6,10,30,89,127,165,288,0.11,SE,0.1
102355,11,35,126,307,1864,8566,12972,15035,2,5,21,45,129,178,180,180,0.11,CS,0.07
102356,0,2,9,22,30,85,278,589,0,4,4,16,20,24,33,69,0.36,CS,0.38
102358,0,0,0,0,20,154,579,4365,0,0,0,3,13,81,170,199,2.01,SM,1.84
102360,0,0,0,0,9,22,22,65,0,0,0,0,8,10,10,10,2.67,CS,3.85
102361,0,2,12,92,431,755,919,1065,0,0,2,37,117,256,311,345,0.33,CS,0.66
102383,1,2,10,25,95,180,239,1053,5,6,16,20,51,105,125,130,0.22,CO,0.15
102387,2,3,5,18,178,575,1855,4443,0,1,1,15,90,135,159,186,0.13,SM,0.26
102390,0,0,4,8,19,70,271,669,0,0,8,11,12,24,45,63,0.65,CO,0.65
102391,0,0,0,0,15,24,42,200,0,0,0,0,10,10,10,23,2.67,CO,2.66
102398,8,31,96,365,1112,2951,4358,6943,1,11,33,91,428,676,998,1575,0.16,CS,0.16
102411,0,0,0,1,17,44,191,428,0,0,0,0,11,29,108,148,1.85,CS,2.31
102412,3,3,10,42,174,263,311,383,0,2,3,28,104,173,209,221,0.08,BB,0.42
102416,1,3,12,28,129,442,985,2810,0,1,5,15,112,204,355,869,0.25,CS,0.25
102418,0,0,1,7,56,229,326,361,0,0,0,16,49,68,75,81,0.93,CO,1.05
102419,0,0,1,4,14,17,23,108,0,0,1,5,11,11,14,29,0.77,CS,0.77
102420,0,5,18,53,242,833,1603,6142,0,4,18,61,235,756,856,1057,0.26,CS,0.25
102422,1,5,23,78,233,474,598,916,0,0,6,33,160,357,480,589,0.03,CS,0.51
102423,0,0,1,3,31,185,697,1501,0,0,0,2,18,46,112,130,0.96,CS,1.03
102429,0,0,0,7,53,90,102,169,0,0,0,6,27,56,56,56,1.03,CS,1.03
102430,1,8,14,53,330,982,1640,2996,0,2,5,22,111,321,581,869,0.1,CS,0.26
102431,0,0,1,5,17,58,123,673,0,0,0,2,16,45,68,80,0.92,CO,1.63
102434,1,4,14,27,43,45,48,52,0,1,4,18,22,22,22,22,0.09,CO,0.37
102436,0,4,6,6,6,7,42,120,0,1,3,3,3,3,21,33,0.31,CS,0.46
102442,2,5,19,83,287,624,789,961,2,3,24,41,108,285,435,439,0.09,SG,0.16
102445,1,9,20,45,98,180,258,1161,0,1,3,10,54,112,125,130,0.07,CS,0.42
102451,2,6,13,59,538,1646,3408,6834,0,0,0,29,250,287,439,1369,0.09,CS,1.02
102454,0,0,0,0,0,4,20,104,0,0,0,0,0,2,12,24,7.98,CS,8.7
102457,0,1,11,18,18,24,29,203,0,1,11,11,12,14,14,42,0.45,LG,0.48
102459,4,14,38,94,162,472,1301,2300,1,1,5,22,66,84,117,293,0.08,CS,0.16
102462,0,0,1,1,6,61,139,373,0,0,0,0,2,20,39,76,0.6,CS,4.54
102465,1,3,15,43,92,96,99,109,0,0,4,26,89,89,89,90,0.2,CS,0.77
102466,1,1,8,34,165,579,1043,1758,0,0,15,34,82,170,195,196,0.22,CS,0.69
102471,5,6,13,38,82,91,100,158,0,1,7,17,44,56,56,56,0.12,CS,0.45
102478,0,0,7,9,97,310,746,1693,0,0,2,2,37,75,169,196,0.58,SM,0.92
102479,0,1,1,4,52,78,198,424,0,0,0,0,30,50,141,212,0.3,CS,2.0
102482,0,8,33,73,219,456,670,875,1,2,17,37,161,357,493,553,0.42,CS,0.22
102483,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.21,CS,0.09
102487,0,0,0,4,93,466,643,1406,0,0,2,10,39,115,133,281,1.13,CS,0.65
102488,3,7,18,31,44,45,48,52,1,3,17,19,22,22,22,22,0.19,BB,0.21
102500,0,0,0,2,6,18,37,201,0,0,0,0,0,0,8,30,1.0,SM,10.77
102503,0,1,1,6,11,43,116,653,0,0,0,2,3,26,33,52,0.43,CS,1.08
102508,1,5,6,13,15,17,46,219,3,8,8,10,10,10,10,24,0.05,SS,0.04
102511,0,0,0,0,0,47,173,521,0,0,0,0,0,32,47,69,5.04,CS,7.67
102512,0,0,0,2,32,40,47,262,0,0,1,7,45,50,57,57,1.32,SS,0.81
102516,0,0,4,22,73,153,212,405,0,0,2,17,60,122,159,212,0.78,SM,0.64
102521,0,1,9,17,72,189,214,517,0,0,9,24,58,118,123,137,0.35,SM,0.52
102523,1,5,10,29,113,154,160,232,0,0,4,4,91,123,124,131,0.19,CO,0.65
102525,0,1,7,38,214,876,1522,2136,0,1,6,36,137,592,1132,1723,0.4,CS,0.35
102527,0,1,6,11,15,17,46,220,0,0,8,10,10,10,10,24,0.26,SS,0.54
102530,0,10,65,363,2794,8807,11706,14957,0,6,22,74,342,426,428,428,0.27,SS,0.26
102531,2,6,9,34,141,193,221,493,0,2,9,30,91,118,122,137,0.2,CS,0.31
102536,0,0,0,2,33,73,111,435,0,0,0,0,16,32,61,209,1.7,CS,2.84
102539,0,0,0,9,26,31,55,225,0,0,0,0,0,3,10,34,1.38,CS,8.81
102541,3,7,12,33,41,43,60,103,0,1,4,12,13,13,15,21,0.13,CO,0.4
102544,1,6,22,62,142,181,221,497,0,0,6,24,92,115,122,135,0.07,CS,0.65
102545,5,6,15,38,82,91,98,158,0,1,7,17,44,56,56,56,0.1,CO,0.39
102560,4,4,6,37,268,1334,3080,4403,2,4,5,29,146,272,421,548,0.03,CS,0.06
102573,0,1,8,21,127,410,734,978,0,2,6,15,97,311,419,439,0.5,CO,0.47
102580,0,0,0,0,9,78,234,1146,0,0,0,1,7,26,70,110,2.66,SG,1.18
102583,0,0,0,9,62,245,654,1705,0,0,0,5,25,61,171,196,1.66,CO,1.63
102584,0,2,6,24,46,70,101,448,0,2,5,17,20,20,24,83,0.34,SM,0.38
102585,18,57,150,291,1134,7124,12143,15131,1,8,21,57,140,180,180,180,0.04,SG,0.24
102588,0,0,0,0,1,34,51,176,0,0,0,0,0,22,26,37,2.2,MG,5.37
102589,0,0,0,1,26,58,83,241,0,0,0,2,14,29,29,31,1.73,CS,1.55
102590,14,17,23,56,129,219,513,2352,6,7,10,44,111,155,256,352,0.08,SM,0.07
102593,0,1,4,39,85,281,312,429,0,1,3,27,59,191,201,221,0.41,CS,0.41
102600,3,16,53,173,953,2285,3205,4943,0,0,13,53,287,790,948,1086,0.03,SG,0.61
102604,1,1,2,12,76,243,322,366,0,0,0,11,41,63,68,81,0.07,CS,1.58
102606,0,0,0,1,7,25,69,207,0,0,0,0,0,6,18,30,1.29,CS,6.63
102607,1,2,4,14,113,367,1056,1947,0,2,3,4,48,169,424,573,0.24,CS,0.48
102615,0,0,2,10,30,204,753,2563,0,0,4,14,51,220,504,736,0.62,SM,0.61
102618,1,6,9,21,29,82,279,588,3,3,4,15,20,24,33,69,0.22,CO,0.23
102620,0,1,1,3,56,90,127,526,0,0,0,1,16,23,23,39,0.45,CO,1.95
102621,0,1,12,26,67,461,825,1512,0,0,8,28,73,313,568,608,0.41,CS,0.64
102626,1,7,10,13,14,17,24,107,1,6,8,9,11,12,15,29,0.23,CO,0.13
102630,0,3,16,41,64,89,125,292,0,0,4,13,37,45,52,53,0.28,CS,0.73
102639,6,14,17,67,272,543,651,1329,4,7,13,44,175,449,545,640,0.08,CO,0.13
102640,0,0,0,0,9,77,275,1799,0,0,0,0,0,0,12,197,3.41,CO,10.52
