hhnum,0.25 mi,0.50 mi,1.0 mi,2.0 mi,5.0 mi,10.0 mi,15.0 mi,30.0 mi,0.25 mi_ff,0.50 mi_ff,1.0 mi_ff,2.0 mi_ff,5.0 mi_ff,10.0 mi_ff,15.0 mi_ff,30.0 mi_ff,nearsnap_dist,nearsnap_stype,nearff_dist
114767,0,1,1,14,94,164,573,2557,0,1,2,19,96,122,175,215,0.48,SM,0.46
114772,0,1,2,7,17,48,69,403,0,0,0,5,21,34,35,69,0.32,SM,1.22
114777,1,1,1,7,14,95,275,1163,0,0,0,4,5,60,88,110,0.2,MG,1.61
114780,0,1,8,24,171,579,1201,3015,0,4,6,12,56,267,653,1464,0.28,CS,0.27
114783,1,3,13,24,114,324,772,2292,0,0,15,27,60,93,178,319,0.22,MG,0.51
114785,0,0,1,3,31,76,108,395,0,0,0,1,11,46,61,208,0.9,CO,1.9
114787,0,1,15,56,223,657,1035,2446,0,1,19,35,160,438,674,736,0.49,CO,0.43
114790,0,0,0,0,13,53,96,609,0,0,0,0,8,42,68,80,2.83,SS,3.56
114796,1,2,3,15,54,220,321,366,6,11,11,25,43,63,68,81,0.09,SS,0.02
114803,0,1,14,50,212,637,1028,2435,0,0,16,35,158,434,672,736,0.39,CO,0.65
114815,0,0,1,6,33,226,559,1276,0,0,1,4,17,46,72,110,0.6,SS,0.95
114821,0,0,0,0,0,71,301,448,0,0,0,0,0,55,186,221,6.95,CS,7.3
114827,7,30,86,273,1954,7919,12874,15018,0,3,11,30,95,167,180,180,0.09,SG,0.47
114828,0,0,0,1,9,19,27,186,0,0,0,0,0,1,3,32,1.56,LG,9.89
114833,0,0,1,6,33,229,556,1276,0,0,1,4,17,47,72,110,0.6,SS,0.96
114837,11,23,62,166,253,310,467,1511,3,6,11,30,92,122,172,288,0.03,CS,0.07
114840,0,0,3,6,47,178,287,1224,0,0,0,2,37,107,130,130,0.64,CS,1.82
114848,1,3,16,60,179,1133,3159,7210,0,0,4,33,130,249,731,1575,0.21,MG,0.6
114850,0,0,0,3,13,33,101,1103,0,0,0,14,18,34,109,779,1.21,CO,1.27
114854,0,4,7,41,126,632,1181,2120,0,1,4,18,70,431,837,1724,0.49,CO,0.49
114857,0,0,0,7,45,138,167,230,0,0,0,6,36,98,126,131,1.1,CS,1.17
114861,0,1,14,60,278,973,2474,7515,0,0,6,31,181,187,276,1349,0.5,CS,0.56
114864,2,2,3,21,226,612,1088,4491,3,4,12,63,254,687,1016,1057,0.19,CS,0.19
114869,3,6,12,34,115,154,160,229,0,0,1,4,92,123,124,131,0.14,CS,0.86
114870,1,1,1,7,36,113,183,1103,0,1,4,7,35,77,93,110,0.02,CS,0.45
114872,0,0,2,18,51,71,89,198,0,0,4,18,47,52,53,78,0.73,CS,0.6
114874,15,52,146,290,1106,7068,12097,15133,1,5,20,54,138,180,180,180,0.03,CS,0.19
114885,3,6,14,21,21,26,36,248,0,1,13,15,15,22,26,49,0.08,CS,0.25
114886,0,0,3,14,146,577,969,1616,0,0,1,15,94,288,411,573,0.62,CO,0.71
114888,0,3,15,40,64,90,125,292,0,0,4,12,37,45,52,53,0.31,CS,0.77
114890,0,0,0,0,8,89,235,1901,0,0,0,0,0,0,13,197,3.87,CO,10.26
114892,0,0,0,0,0,15,258,448,0,0,0,0,0,10,158,221,7.24,CS,7.52
114901,0,0,0,0,1,17,52,555,0,0,0,0,0,4,4,6,2.75,CS,9.87
114904,1,7,25,47,67,90,127,282,0,2,4,17,39,45,52,53,0.12,CO,0.3
114909,0,0,5,8,17,41,66,391,0,0,4,5,21,34,35,69,0.6,CS,0.88
114920,0,0,3,30,95,221,563,2480,2,4,13,49,158,355,673,1057,0.55,SM,0.21
114929,0,0,2,4,41,66,103,1335,0,0,1,4,46,62,71,288,0.97,CO,0.55
114933,11,16,25,57,129,218,526,2356,6,7,16,43,111,155,256,352,0.14,LG,0.15
114936,0,1,4,4,4,43,71,613,0,0,2,2,2,43,57,64,0.41,CS,0.8
114944,1,3,13,28,180,583,1185,3006,0,1,8,12,71,248,639,1464,0.15,CS,0.41
114958,0,2,10,18,26,40,60,526,0,0,5,23,25,30,40,99,0.44,CO,0.67
114973,0,0,15,49,173,265,312,385,0,0,7,37,104,176,209,221,0.51,CS,0.68
114975,0,0,2,5,11,18,69,297,0,0,0,2,3,3,13,52,0.86,CS,1.24
114983,4,8,18,63,264,616,688,1390,2,8,15,47,221,527,580,635,0.13,CO,0.14
114985,0,0,0,0,2,7,18,132,0,0,0,0,0,0,2,17,3.79,CS,12.17
114987,5,12,48,92,313,1051,1756,2934,0,4,21,49,256,479,601,869,0.12,CS,0.27
114988,0,3,10,29,79,212,298,1303,0,2,11,28,54,124,125,130,0.33,SS,0.28
114991,0,0,0,7,41,229,623,1703,0,0,0,5,25,56,165,196,1.11,CS,1.12
114994,4,8,34,109,1095,7029,11131,14823,0,14,15,39,228,415,428,428,0.04,MG,0.26
114995,0,1,8,24,171,579,1201,3015,0,4,6,12,56,267,653,1464,0.28,CS,0.27
114998,0,3,10,22,138,462,969,1813,0,0,0,2,38,105,186,196,0.39,BB,1.18
115005,0,1,1,1,1,24,92,177,0,0,0,0,0,14,48,56,0.39,CS,7.71
115018,0,1,5,31,71,97,129,310,0,0,0,16,42,45,50,53,0.41,CO,1.09
115022,0,1,17,44,116,153,160,223,0,0,12,39,94,123,125,131,0.46,CO,0.64
115031,0,0,0,0,4,36,51,227,0,0,0,0,1,23,27,37,3.22,MG,3.98
115032,1,2,18,41,94,96,99,109,0,0,6,26,89,89,89,90,0.15,CS,0.69
115034,0,0,0,0,0,7,10,23,0,0,0,0,0,4,4,10,6.1,CS,9.38
115038,1,5,14,45,154,623,1000,2156,2,6,8,36,96,121,172,215,0.2,CS,0.11
115039,1,2,18,55,190,970,1855,2920,0,0,4,23,169,433,704,869,0.06,CS,0.63
115042,0,0,4,8,39,127,419,1234,0,0,1,7,14,18,20,96,0.81,SM,0.93
115044,0,1,10,55,317,779,1282,5109,1,1,10,52,235,367,510,1167,0.27,CS,0.25
115046,1,3,16,73,131,2679,7022,14456,0,2,3,7,31,200,428,428,0.16,CS,0.38
115052,1,1,7,22,60,253,472,747,0,0,0,5,23,55,63,80,0.21,SM,1.35
115062,0,0,2,7,54,90,102,169,0,0,1,6,29,56,56,56,0.94,CS,0.97
115064,0,0,1,17,102,283,593,3063,0,1,1,10,70,93,185,697,0.82,SG,0.26
115082,0,0,10,18,18,24,29,203,0,0,11,11,12,14,14,42,0.62,CO,0.58
115090,0,1,13,56,215,643,1030,2430,0,0,16,35,157,432,672,736,0.44,CO,0.69
115091,0,2,12,23,32,33,35,37,0,4,13,19,19,19,19,19,0.33,CO,0.3
115094,0,2,12,47,79,85,91,126,0,1,12,42,71,74,74,76,0.34,CS,0.34
115096,3,13,26,79,245,479,601,915,0,2,6,50,163,368,491,589,0.11,CO,0.34
115098,0,0,1,6,54,227,326,361,0,0,0,14,49,68,75,81,0.98,CO,1.1
115105,4,6,8,24,248,419,681,4178,6,8,8,11,41,92,137,185,0.04,SE,0.04
115108,6,20,62,135,732,6368,10749,15100,0,2,8,16,102,180,180,180,0.12,CS,0.43
115113,0,2,5,18,177,581,1844,4443,0,1,1,15,90,137,159,186,0.27,SM,0.42
115114,0,0,3,5,20,39,133,693,0,0,0,1,1,1,3,78,0.59,SG,1.8
115118,0,0,0,0,16,23,46,195,0,0,0,0,10,10,10,18,2.51,CO,2.51
115119,0,2,10,14,16,17,18,61,0,0,8,10,10,10,10,25,0.28,SS,0.53
115127,1,4,4,6,51,121,352,1208,0,1,1,3,14,15,25,100,0.23,CO,0.44
115128,0,0,4,12,34,100,122,328,0,0,1,7,32,49,50,53,0.81,CO,0.98
115129,0,0,0,0,0,11,117,508,0,0,0,0,0,5,47,69,5.26,SG,9.15
115145,0,0,0,3,13,37,104,1125,0,0,0,14,18,39,119,791,1.56,CO,1.6
115146,0,0,10,14,87,300,819,2201,0,0,11,16,65,165,207,215,0.66,SM,0.62
115152,0,0,17,63,285,956,2393,7520,0,0,12,30,180,187,276,1342,0.52,CS,0.67
115153,10,19,50,137,526,1531,2785,4614,2,4,10,22,100,334,640,989,0.04,SG,0.22
115157,0,0,0,0,2,35,70,249,0,0,0,0,0,14,17,54,4.8,CS,5.15
115158,0,5,22,62,171,434,1180,4316,0,0,2,5,87,293,498,552,0.3,CS,0.84
115161,1,7,24,46,68,91,127,282,0,2,3,19,40,45,52,53,0.16,CO,0.27
115163,0,0,0,6,44,84,87,119,0,0,0,0,24,73,74,76,1.14,DR,2.81
115164,1,6,16,32,137,656,1418,2899,2,5,11,30,155,734,1161,1478,0.12,CS,0.1
115168,0,1,10,53,315,779,1278,5100,1,1,10,51,231,367,508,1166,0.3,CS,0.23
115170,2,7,15,49,238,824,1586,6105,1,2,16,62,228,757,856,1057,0.13,CS,0.19
115172,0,0,1,3,54,97,100,108,0,0,0,6,70,89,89,90,0.66,CO,1.38
115176,0,0,0,0,0,2,4,59,0,0,0,0,0,0,0,25,9.39,MG,16.04
115177,0,1,8,25,172,578,1202,3020,3,3,5,12,56,270,661,1466,0.32,CS,0.18
115181,0,0,9,20,30,33,35,38,0,0,13,19,19,19,19,19,0.53,CS,0.51
115182,0,0,0,0,8,16,55,176,0,0,0,0,1,2,15,21,2.15,CS,2.25
115196,0,9,30,70,469,1741,3252,4439,0,1,7,19,119,244,384,548,0.37,CO,0.42
115198,0,0,0,7,27,57,83,244,0,0,0,2,14,29,29,31,1.61,CS,1.46
115204,0,2,8,41,220,868,1159,1978,0,0,9,20,97,351,527,573,0.48,CS,0.51
115208,0,0,0,1,23,94,288,2550,0,0,0,0,8,30,133,536,1.9,CS,2.67
115210,0,2,2,3,3,4,5,37,0,0,0,0,0,0,0,9,0.4,MG,20.94
115219,1,5,8,19,28,77,274,588,3,3,4,12,20,24,33,69,0.17,CO,0.19
115220,0,0,0,6,16,97,201,3290,0,0,0,6,16,52,69,197,1.06,SS,1.06
115231,1,1,1,10,15,23,33,173,0,0,0,1,4,4,4,29,0.19,CS,1.7
115234,14,53,114,285,1515,8258,12897,15095,5,13,23,59,142,180,180,180,0.04,SG,0.12
115238,0,0,0,2,8,20,36,350,0,0,0,1,1,5,5,19,1.78,LG,1.69
115239,0,0,0,2,29,40,46,255,0,0,0,7,40,50,57,57,1.34,SS,1.23
115241,1,1,9,24,86,205,292,1266,0,0,10,23,62,122,127,130,0.06,CO,0.55
115248,1,5,10,42,136,646,1191,2124,1,1,4,19,75,439,846,1725,0.22,CO,0.24
115249,2,3,9,18,56,150,211,406,1,1,7,11,47,121,152,212,0.22,CO,0.22
115259,0,0,3,14,145,577,968,1616,0,0,2,15,90,287,411,573,0.6,CO,0.69
115263,1,1,11,58,342,778,1326,5131,1,1,10,49,243,370,525,1168,0.07,CS,0.15
115264,0,4,10,21,34,34,38,207,0,2,5,23,28,28,29,45,0.43,CS,0.43
115266,0,0,1,3,47,97,100,108,0,0,0,6,70,89,89,90,0.95,CO,1.59
115278,0,0,2,14,18,83,271,676,0,0,1,11,12,19,41,51,0.57,SM,0.62
115279,1,6,19,48,104,180,258,1170,1,1,3,10,62,112,125,130,0.24,CS,0.2
115281,1,1,6,18,126,416,1081,1946,0,0,1,8,63,197,441,573,0.13,CS,0.88
115282,0,1,1,1,1,2,10,38,0,0,0,0,0,1,1,1,0.29,MG,9.2
115285,0,0,11,18,18,24,29,203,0,0,11,11,12,14,14,42,0.56,CO,0.53
115290,1,4,7,11,11,12,16,63,0,0,2,5,5,5,5,19,0.14,CS,0.82
115292,0,4,4,4,55,208,473,766,0,0,0,0,20,46,62,80,0.29,CO,4.13
115293,1,2,9,30,86,270,557,2837,0,0,4,15,76,87,168,641,0.1,SG,0.58
115296,0,0,3,8,12,51,85,301,0,0,0,0,0,10,16,39,0.65,SE,8.78
115310,0,2,10,31,92,96,99,108,0,3,11,29,88,89,89,90,0.46,BB,0.45
115312,1,2,6,17,121,411,1076,1946,0,0,1,6,59,195,436,573,0.04,CS,0.96
115313,0,1,1,4,22,35,206,943,0,0,2,8,21,42,186,622,0.38,CS,0.96
115321,0,0,0,0,50,252,588,1008,0,0,0,0,30,149,383,439,2.22,DR,3.59
115324,1,8,14,21,26,41,78,279,0,2,5,7,7,7,7,39,0.24,MG,0.29
115325,3,4,15,26,43,45,48,52,0,1,3,18,22,22,22,22,0.19,BB,0.26
115329,1,1,12,58,349,778,1329,5133,1,1,10,45,250,370,528,1168,0.13,CS,0.14
115331,2,7,17,59,247,632,1089,2076,3,3,8,30,194,562,941,1636,0.11,CS,0.02
115337,2,5,18,54,198,1028,1888,2927,0,0,11,28,169,459,716,869,0.08,CS,0.66
115338,0,0,1,20,107,285,596,3099,0,1,1,16,64,93,187,704,0.93,SG,0.38
115340,0,0,0,3,4,6,102,316,0,0,0,0,0,0,16,36,1.74,MG,11.6
115341,1,1,3,3,12,24,44,148,0,0,0,0,1,4,11,32,0.17,CS,4.17
115342,1,2,7,17,85,96,99,108,4,8,8,17,70,89,89,90,0.21,CS,0.08
115348,0,0,0,3,11,45,83,296,0,0,0,0,0,9,16,39,1.53,CS,9.05
115349,0,0,1,6,52,76,197,424,0,0,0,1,28,49,139,212,0.5,CS,1.92
115352,0,0,1,7,40,75,111,391,0,0,0,4,29,49,63,208,0.56,CO,1.08
115353,1,3,14,18,18,24,30,204,0,0,9,11,12,14,14,42,0.19,LG,0.59
115356,2,5,19,45,142,533,796,1929,0,2,6,23,136,501,737,1467,0.16,SG,0.31
115370,9,32,88,272,1936,7899,12868,15018,0,4,12,30,95,167,180,180,0.09,SG,0.44
115371,0,0,0,0,8,21,78,267,0,0,0,0,0,1,16,34,3.98,CS,9.89
115376,0,6,13,55,180,767,1123,1939,0,1,10,24,85,308,474,573,0.4,CS,0.45
115381,0,3,9,22,30,86,279,589,0,4,5,16,20,24,33,69,0.29,CS,0.4
115382,0,0,7,25,75,135,220,1705,0,0,6,25,62,103,151,307,0.65,CO,0.65
115389,0,1,3,10,16,16,24,68,0,0,1,8,9,9,10,10,0.34,CS,0.9
115395,0,0,0,0,8,20,45,345,0,0,0,0,8,12,12,16,2.35,DF,4.38
115402,0,0,12,31,68,459,826,1497,0,1,8,35,74,314,571,608,0.52,CS,0.49
115403,4,14,27,64,225,453,576,908,1,16,20,34,159,338,454,599,0.2,CO,0.22
115407,0,4,14,26,32,34,48,147,0,1,6,15,17,17,23,31,0.27,CO,0.29
115413,0,7,25,72,475,1734,3238,4449,0,2,9,19,115,242,382,548,0.32,SM,0.43
115418,0,1,5,10,16,16,24,68,0,0,3,8,9,9,10,10,0.48,CS,0.91
115419,1,4,10,29,114,154,160,233,0,0,4,4,92,123,124,131,0.24,CO,0.65
115422,9,32,88,272,1935,7895,12869,15018,0,4,12,30,95,167,180,180,0.09,SG,0.44
115423,2,6,9,34,141,193,221,493,0,2,9,30,91,118,122,137,0.2,CS,0.31
115424,0,0,8,10,10,12,26,186,0,0,5,5,5,5,5,32,0.61,CS,0.6
115428,0,0,0,1,16,22,75,700,0,0,0,0,7,10,13,39,1.97,CS,4.36
115432,0,0,0,0,12,111,311,500,0,0,0,0,2,34,110,131,2.34,MG,2.56
115435,5,13,51,149,258,326,540,1517,3,5,8,28,89,127,163,288,0.09,CS,0.12
115436,3,5,9,37,143,192,221,493,0,2,9,27,92,118,122,137,0.11,CS,0.34
115444,5,6,12,35,117,154,160,229,0,0,1,5,94,123,124,131,0.17,CS,0.94
115445,2,3,19,26,42,49,53,104,0,0,9,10,13,14,14,21,0.13,CS,0.74
115446,0,1,8,18,34,34,38,204,0,1,5,19,28,28,29,45,0.47,CS,0.48
115447,0,0,10,19,21,28,36,249,0,0,9,14,15,23,26,49,0.53,CO,0.53
115448,0,3,5,9,12,96,205,886,0,3,3,5,5,72,111,130,0.39,MG,0.4
115449,5,6,15,38,82,91,98,158,0,1,7,17,44,56,56,56,0.12,CO,0.39
115452,0,5,7,30,136,194,221,493,0,2,7,30,91,119,122,137,0.33,CO,0.29
115457,0,0,0,1,21,74,92,258,0,0,0,0,2,8,10,41,1.84,SS,4.62
115458,0,0,0,0,0,12,63,991,0,0,0,0,0,6,31,348,6.27,CS,6.3
115459,0,0,0,0,1,3,17,142,0,0,0,0,0,0,3,30,2.61,CS,10.2
115469,0,0,0,0,0,16,50,428,0,0,0,0,0,3,13,29,6.12,FM,5.76
115474,0,0,0,0,2,6,8,29,0,0,0,0,0,0,0,10,2.48,CS,17.69
115475,0,0,4,6,40,230,574,1274,0,0,2,3,17,46,72,110,0.67,CO,0.71
115481,0,1,1,4,182,1227,3023,6479,2,2,2,11,164,310,731,1518,0.31,CO,0.2
115496,0,3,15,59,191,1168,3189,7212,0,0,3,33,130,252,737,1575,0.31,MG,0.52
115497,0,0,2,3,35,78,110,405,0,0,1,2,25,53,64,211,0.58,CO,0.75
115498,0,2,6,24,46,70,101,447,0,2,5,17,20,20,24,83,0.33,SM,0.38
115508,0,0,0,1,9,56,99,414,0,0,0,0,0,19,53,205,1.36,FV,5.65
115514,0,0,0,3,63,255,318,427,0,0,0,3,36,163,215,221,1.05,SM,1.02
115520,0,0,0,0,6,8,49,121,0,0,0,0,3,3,23,31,2.53,CO,2.64
115521,0,4,17,43,144,432,826,1941,2,3,5,19,64,217,419,736,0.27,CS,0.22
115523,0,13,29,62,79,167,307,7658,1,4,16,25,42,90,101,286,0.27,SS,0.13
115524,0,0,0,0,71,488,652,852,0,0,0,7,94,409,513,557,2.39,SM,1.69
115526,0,0,3,6,10,74,100,489,0,0,3,4,4,21,23,39,0.53,CO,0.62
115527,0,0,10,25,32,34,47,148,0,0,5,14,17,17,21,31,0.61,CO,0.56
115531,0,1,6,12,12,16,16,38,1,2,9,12,12,12,12,17,0.47,SG,0.22
115533,0,1,14,50,212,637,1028,2435,0,0,16,35,158,434,672,736,0.39,CO,0.65
115534,0,0,0,2,28,63,82,284,0,0,0,0,16,24,29,31,1.05,CS,2.92
115550,2,4,10,24,28,89,282,589,0,0,5,20,20,24,34,69,0.12,CS,0.62
115569,0,1,4,22,38,42,49,322,0,0,1,27,49,52,57,57,0.48,SS,0.69
115575,0,1,3,19,97,154,160,227,0,0,0,4,79,123,124,131,0.31,CS,1.49
115579,0,1,6,14,55,217,321,366,0,5,15,24,39,63,68,81,0.44,SS,0.42
115584,5,9,38,128,484,753,873,1076,1,1,2,22,91,287,336,353,0.07,CO,0.1
115587,1,5,8,8,8,8,15,47,3,6,8,8,8,8,8,9,0.19,SS,0.19
115591,0,0,0,0,0,25,41,186,0,0,0,0,0,16,25,77,5.12,LG,5.14
115592,0,2,3,29,89,220,559,2441,1,3,10,47,158,347,662,1057,0.44,SM,0.22
115604,0,1,8,25,172,578,1202,3020,3,3,5,12,56,270,661,1466,0.32,CS,0.18
115609,3,5,10,54,224,714,932,2333,2,2,4,45,172,449,594,736,0.22,SM,0.14
115613,0,0,1,6,53,89,127,524,0,0,0,1,16,23,23,39,0.64,CO,1.68
115617,0,0,0,1,3,19,42,384,0,0,0,0,0,12,12,12,1.45,ME,5.0
115626,2,2,7,17,85,96,99,108,5,8,9,17,71,89,89,90,0.15,CS,0.07
115632,3,11,27,95,505,786,909,1067,2,5,8,15,143,279,320,345,0.07,CS,0.21
115636,0,5,12,47,79,85,91,126,0,2,11,42,71,74,74,76,0.39,CS,0.37
115647,2,7,17,39,69,136,212,361,2,6,13,36,56,134,169,212,0.21,CS,0.22
115648,0,3,12,25,114,251,588,1595,0,5,19,23,69,122,196,196,0.37,DR,0.35
115654,0,4,22,28,42,49,56,104,0,0,9,10,13,14,14,21,0.35,CS,0.54
115656,1,3,7,30,107,314,792,1969,0,1,9,34,87,243,464,595,0.17,SM,0.37
115663,0,4,8,18,112,231,543,1594,0,1,4,22,65,94,196,196,0.38,CS,0.45
115664,0,0,6,20,147,441,1000,4410,0,0,7,23,80,166,313,1058,0.72,ME,0.72
115667,0,0,0,0,9,12,43,338,0,0,0,0,3,3,9,32,3.44,MG,3.98
115676,0,0,9,27,99,185,241,1078,1,5,13,20,56,106,125,130,0.52,CO,0.1
115679,0,4,8,20,117,231,551,1596,0,1,8,22,66,95,196,196,0.25,CS,0.33
115683,0,1,20,56,316,1081,2019,6891,1,1,18,45,249,644,831,1057,0.35,CS,0.13
115684,3,5,18,45,111,152,159,225,1,6,22,42,97,123,124,131,0.14,CO,0.23
115685,0,1,3,3,3,19,61,425,0,0,0,0,0,0,22,51,0.44,CO,11.11
115695,0,0,1,7,118,418,869,1760,0,0,0,2,73,195,196,196,0.91,CS,1.26
115696,0,1,9,54,315,777,1277,5107,0,1,12,48,235,367,510,1167,0.31,CS,0.3
115698,1,4,4,4,4,4,12,54,0,0,0,0,0,0,0,0,0.23,ME,30.17
115700,4,6,8,24,248,418,680,4177,6,8,8,11,41,91,137,185,0.01,CO,0.04
115704,0,4,11,14,15,17,45,214,0,6,10,10,10,10,10,22,0.3,CS,0.31
115707,8,32,94,366,1111,2949,4358,6943,1,11,33,91,428,676,998,1575,0.15,CS,0.15
115710,0,1,18,65,293,970,2409,7525,0,0,11,33,183,188,276,1354,0.45,CS,0.62
115711,2,6,18,33,136,654,1424,2896,2,5,11,31,157,736,1175,1478,0.09,CS,0.11
115718,2,5,5,6,29,165,224,394,0,1,3,8,32,125,160,212,0.07,BB,0.4
115721,0,0,0,0,3,13,19,219,0,0,0,0,5,11,14,19,4.62,SS,4.57
115722,0,0,2,4,39,66,103,1319,0,0,1,4,43,62,71,288,0.87,CO,0.52
115726,0,1,10,30,82,96,99,108,0,3,20,44,89,89,89,90,0.25,CS,0.43
115730,0,0,0,0,2,43,87,251,0,0,0,0,0,9,9,42,2.38,CO,7.28
115735,0,0,0,0,1,34,188,548,0,0,0,0,0,20,24,69,3.27,DR,5.16
115738,0,0,0,0,0,4,5,37,0,0,0,0,0,0,0,8,5.08,CS,16.43
115751,0,2,15,66,297,973,2413,7519,0,1,6,33,181,190,278,1360,0.31,CS,0.5
115752,3,12,39,136,259,328,544,1516,0,5,8,25,88,128,163,288,0.1,SG,0.37
115753,1,1,1,1,9,14,41,181,0,0,0,0,0,0,14,32,0.02,LG,11.35
115761,1,1,2,21,98,154,160,226,0,0,0,10,79,123,125,131,0.07,CS,1.84
115764,4,4,8,23,75,90,94,167,1,1,5,17,47,56,56,56,0.04,SG,0.14
115765,0,1,1,4,38,244,409,3210,0,0,0,3,28,128,227,552,0.43,CS,1.58
115766,0,3,7,36,70,87,93,141,1,4,13,48,71,74,74,77,0.28,SS,0.22
115775,0,1,1,12,38,113,186,1107,0,4,4,8,35,77,93,110,0.3,CS,0.3
115776,4,12,38,93,162,479,1305,2306,1,1,5,24,67,84,117,293,0.11,CS,0.23
115785,0,1,7,36,170,282,311,438,0,0,0,19,102,187,211,221,0.43,CS,1.12
115786,6,23,80,189,338,1076,2611,6544,3,17,24,39,159,287,298,1242,0.03,SG,0.2
115791,0,8,8,19,24,59,131,758,0,5,5,10,14,37,71,110,0.28,SG,0.29
115797,2,6,25,43,65,90,119,269,0,3,8,13,37,44,51,53,0.06,CS,0.26
115800,0,0,0,0,103,267,317,428,0,0,0,0,55,176,214,221,2.21,SM,2.19
115803,2,2,7,18,86,96,99,108,6,8,9,17,71,89,89,90,0.11,CS,0.06
115807,0,1,5,13,16,16,23,68,0,0,3,9,9,9,10,10,0.31,CS,0.74
115808,4,12,42,166,941,2274,3214,4951,0,1,10,50,281,789,948,1088,0.13,SG,0.48
115815,11,23,62,166,253,310,467,1511,3,6,11,30,92,122,172,288,0.04,CS,0.07
115816,2,3,12,21,52,73,89,198,0,3,13,24,48,52,53,78,0.2,SS,0.37
115818,0,2,13,56,234,676,1036,2439,0,3,18,35,161,454,674,736,0.33,CO,0.34
115827,0,0,1,18,109,285,596,3108,0,1,1,14,64,93,187,708,0.97,SG,0.33
115829,2,3,7,30,108,318,790,1971,0,1,11,32,87,242,464,593,0.14,SM,0.3
115832,1,3,8,29,108,314,785,1973,0,1,12,32,87,237,464,588,0.04,SM,0.27
115836,0,0,0,2,26,159,460,4453,0,0,0,6,25,67,139,199,1.81,SM,1.57
115843,7,29,121,310,1880,8624,12969,15036,2,5,21,46,129,178,180,180,0.16,CS,0.12
115846,1,6,8,21,29,78,276,588,3,3,4,12,20,24,33,69,0.17,CO,0.18
115848,0,5,7,30,136,194,221,493,0,2,7,30,91,119,122,137,0.33,CO,0.29
115855,0,0,0,0,23,146,483,4381,0,0,0,2,21,67,155,199,2.1,SM,1.86
115857,2,2,13,44,150,274,322,416,1,1,8,29,100,182,217,221,0.13,BB,0.19
115859,0,0,0,1,3,56,102,399,0,0,0,0,0,20,40,180,1.37,CS,7.24
115871,0,2,5,5,5,11,17,295,0,2,7,7,7,9,14,21,0.41,CO,0.42
115872,3,3,19,26,42,49,53,104,0,0,9,10,13,14,14,21,0.11,CS,0.59
115874,0,3,5,22,176,570,1787,4434,0,1,1,16,91,135,159,186,0.26,SM,0.36
115875,0,1,3,9,16,16,24,68,0,0,1,8,9,9,10,10,0.27,CS,0.78
115877,1,1,2,5,38,79,202,421,0,0,0,1,20,49,141,212,0.15,CO,1.63
115880,1,1,7,19,68,88,93,150,0,0,2,18,69,74,74,77,0.17,CS,0.73
115885,0,0,0,1,5,49,103,401,0,0,0,0,0,17,43,182,1.22,CS,7.04
115891,0,0,2,4,10,33,53,127,0,0,0,0,1,13,15,19,0.95,CS,2.1
115898,2,2,7,18,85,96,99,108,6,8,9,17,71,89,89,90,0.13,CS,0.07
115901,1,1,1,1,1,24,92,177,0,0,0,0,0,14,49,56,0.24,CS,7.64
115902,1,6,9,18,18,24,36,203,0,10,11,11,12,14,14,42,0.23,SS,0.3
115905,0,2,4,30,91,225,559,2436,2,6,12,47,159,349,660,1057,0.33,SM,0.02
115908,0,2,8,29,80,208,295,1288,0,1,8,26,54,122,127,130,0.32,CO,0.45
115929,0,0,0,0,0,7,9,56,0,0,0,0,0,5,5,25,7.51,MG,8.44
115937,0,0,15,49,173,265,311,385,0,0,7,41,105,176,209,221,0.62,CS,0.63
115945,0,1,5,9,15,74,335,511,0,0,7,8,10,12,34,68,0.43,SM,0.52
115951,1,2,3,43,135,554,1003,1780,1,1,1,22,83,194,196,196,0.13,CS,0.08
115954,0,0,0,0,9,245,596,1210,0,0,0,0,5,199,490,613,3.56,CO,3.57
115955,0,3,10,14,16,17,17,61,0,6,8,10,10,10,10,25,0.34,SS,0.33
115966,3,3,22,45,141,656,1211,2132,1,1,8,20,70,446,858,1725,0.15,SS,0.2
115972,0,1,13,26,186,668,851,1084,0,0,12,16,88,237,334,355,0.27,MG,0.52
115976,0,0,1,1,21,85,342,784,0,0,0,0,11,35,66,80,0.69,CO,2.42
115978,0,0,0,7,11,21,75,297,0,0,0,3,3,3,15,53,1.12,CO,1.11
115981,3,7,18,65,261,615,688,1389,2,7,15,46,215,526,578,637,0.13,CS,0.13
115986,0,0,0,1,11,71,161,713,0,0,0,0,0,14,30,54,1.94,CO,5.01
115987,0,0,0,0,0,15,152,372,0,0,0,0,0,6,6,96,7.42,SS,7.41
115988,0,0,0,4,27,186,438,855,0,0,0,9,21,99,271,528,1.13,SS,1.14
115992,1,2,9,25,82,205,295,1264,0,1,6,23,57,123,127,130,0.25,CO,0.34
115994,0,0,0,0,1,43,170,557,0,0,0,0,0,20,24,69,3.65,DR,6.12
115999,0,1,4,10,41,125,166,288,0,0,11,17,62,103,128,131,0.48,CO,0.66
116006,0,1,1,1,1,26,93,177,0,0,0,0,0,14,49,56,0.26,CS,7.54
116009,0,1,1,1,5,13,29,150,0,0,0,0,0,0,6,30,0.29,CS,13.88
116011,11,39,192,488,2635,9135,11970,14981,1,3,11,72,269,411,428,428,0.12,CS,0.21
116015,10,31,90,348,1075,2934,4345,6941,1,10,32,87,428,682,997,1575,0.08,ME,0.16
